hom_2_9	saving%1:04:00::	saving%1:04:02::
hom_860_8	sweet%3:00:02::	sweet%3:00:01:pleasing:00
hom_863_5	fallout%1:27:00::	fallout%1:19:00::
hom_864_25	solution%1:27:00::	solution%1:09:00::
hom_866_26	pick%2:40:00::	pick%2:34:00::
hom_868_16	entrance%2:37:00::	entrance%2:29:00::
hom_870_15	clog%2:36:00::	clog%2:30:02::
hom_871_10	bundle%1:06:00::	bundle%1:14:00::
hom_872_9	track%1:17:00::	track%1:06:06::
hom_873_10	spend%2:40:00::	spend%2:40:01::
hom_876_9	plug%2:30:00::	plug%2:35:01::
hom_877_9	uproot%2:35:00::	uproot%2:36:00::
hom_878_10	chemistry%1:09:00::	chemistry%1:24:00::
hom_881_11	track%1:17:00::	track%1:06:00::
hom_886_12	work%2:29:00::	work%2:41:00::
hom_890_5	tired%3:00:00::	tired%3:00:00:unoriginal:00
hom_897_15	stick%2:35:01::	stick%2:35:03::
hom_898_6	bird%1:06:01::	bird%1:05:00::
hom_901_10	glowing%3:00:00:enthusiastic:00	glowing%3:00:00:enthusiastic:00
hom_903_7	booming%3:00:00:full:01	booming%3:00:00:successful:00
hom_906_4	plant%2:35:00::	plant%2:35:06::
hom_907_13	ear%1:20:00::	ear%1:09:01::
hom_908_19	shoot%1:20:00::	shoot%1:04:00::
hom_910_8	drone%2:39:00::	drone%2:32:00::
hom_911_15	garnish%2:36:00::	garnish%2:40:00::
hom_912_9	express%3:00:00:fast:01	express%3:00:00:explicit:00
hom_914_7	rare%3:00:00:raw:00	rare%3:00:00:extraordinary:00
hom_915_16	observant%3:00:00:attentive:00	observant%3:00:00:lawful:00
hom_916_8	ground%2:35:03::	ground%2:35:00::
hom_917_15	fire%2:41:00::	fire%2:33:01::
hom_918_17	dry%3:00:00:unstimulating:00	dry%3:00:01::
hom_920_11	blowup%1:11:00::	blowup%1:10:00::
hom_923_6	issue%1:09:01::	issue%1:10:00::
hom_924_10	cut%1:04:02::	cut%1:04:01::
hom_925_10	dock%2:35:00::	dock%2:38:00::
hom_934_10	spirit%1:18:00::	spirit%1:07:00::
hom_937_22	complex%1:06:00::	complex%1:12:00::
hom_938_8	split%2:35:00::	split%2:41:03::
hom_939_6	space%1:03:00::	space%1:15:00::
hom_940_22	ball%1:14:01::	baseball%1:04:00::
hom_941_28	change%1:11:00::	change%1:04:00::
hom_942_10	stroke%1:18:00::	stroke%1:04:03::
hom_943_9	leaf%2:29:00::	leaf%2:38:00::
hom_945_14	stagger%2:35:00::	stack%2:35:01::
hom_946_12	drive%2:38:02::	drive%2:38:01::
hom_949_17	knock%2:39:00::	ping%2:39:00::
hom_954_13	line%1:10:03::	line%1:14:03::
hom_956_8	leap%1:04:00::	leap%1:07:00::
hom_958_15	toast%1:13:01::	toast%1:13:00::
hom_959_15	frank%3:00:00:direct:02	frank%3:00:00:obvious:00
hom_960_13	spin%1:11:00::	spin%1:04:00::
hom_962_16	operate%2:29:00::	operate%2:35:00::
hom_964_13	conduct%2:36:04::	conduct%2:41:01::
hom_968_1	jump%2:38:01::	jump%2:38:00::
hom_969_14	cook%2:30:00::	cook%2:36:00::
hom_970_8	exhaust%2:29:00::	exhaust%2:30:00::
hom_971_6	sign%1:06:01::	sign%1:10:00::
hom_972_8	trail%2:38:00::	trail%2:35:05::
hom_973_7	beady%3:00:00:adorned:00	beady%3:00:00:bright:00
hom_974_8	downhill%4:02:00::	downhill%4:02:01::
hom_976_13	pull%2:35:00::	pull%2:38:13::
hom_977_11	stand%2:42:01::	stand%2:42:00::
hom_979_18	lousy%3:00:00:bad:00	lousy%3:00:00:dirty:01
hom_981_13	stunning%3:00:00:impressive:00	stunning%3:00:00:beautiful:00
hom_984_21	lock%2:35:01::	lock%2:35:00::
hom_985_11	sign%2:32:00::	sign%2:32:03::
hom_987_10	calf%1:05:00::	calf%1:05:01::
hom_990_11	plant%2:35:01::	plant%2:35:00::
hom_992_21	poacher%1:18:00::	poacher%1:05:00::
hom_993_19	reservation%1:09:00::	reservation%1:09:01::
hom_994_11	stave%2:30:00::	stave%2:30:00::
hom_995_17	calf%1:05:00::	calf%1:05:01::
hom_996_16	throw%2:31:00::	throw%2:35:00::
hom_998_19	kid%2:32:01::	kid%2:32:00::
hom_1002_11	point%1:26:00::	point%1:28:00::
hom_1006_11	faculty%1:14:00::	faculty%1:09:00::
hom_1007_15	look%2:39:00::	look%2:39:02::
hom_1008_8	knockout%1:18:00::	knockout%1:04:00::
hom_1010_9	reflective%3:00:00:intellectual:00	reflective%3:00:00::
hom_1013_5	tap%2:38:01::	tap%2:34:00::
hom_1014_17	drift%1:17:00::	drift%1:22:01::
hom_1015_13	strain%1:10:00::	strain%1:26:02::
hom_1016_18	sentence%1:28:00::	sentence%1:10:00::
hom_1017_15	picket%1:06:00::	picket%1:18:00::
hom_1018_7	turn%2:38:00::	turn%2:35:11::
hom_1020_7	absorb%2:35:01::	absorb%2:31:03::
hom_1023_3	pit%1:17:00::	pit%1:06:00::
hom_1024_12	most%4:02:00::	connection%1:18:01::
hom_1028_20	make%1:09:00::	make%1:04:00::
hom_1030_8	state%1:15:00::	state%1:26:02::
hom_1031_11	circulation%1:23:00::	circulation%1:10:00::
hom_1032_11	stern%3:00:00:implacable:00	stern%3:00:00:nonindulgent:00
hom_1034_16	dark%3:00:00:evil:00	dark%3:00:01::
hom_1035_11	buzz%1:11:00::	buzz%1:04:00::
hom_1036_13	project%2:36:00::	project%2:39:01::
hom_1037_7	cop%1:18:00::	cop%1:18:00::
hom_1039_9	fire%2:37:00::	fire%2:33:01::
hom_1042_7	illuminating%3:00:00::	illuminating%3:00:00::
hom_1043_10	counter%1:06:01::	counter%1:06:00::
hom_1044_12	strike%2:37:00::	strike%2:35:00::
hom_1045_12	net%3:00:00:ultimate:00	net%3:00:00::
hom_1049_7	legend%1:10:00::	legend%1:10:01::
hom_1050_8	love%1:23:00::	love%1:12:00::
hom_1052_18	crop%1:06:00::	crop%1:20:00::
hom_1053_2	come%2:30:01::	come%2:30:03::
hom_1054_4	turf%2:35:00::	turf%2:35:00::
hom_1056_43	look%2:39:02::	look%2:39:00::
hom_1057_9	pine%2:37:00::	pine%2:37:00::
hom_1058_9	delivery%1:04:04::	delivery%1:04:03::
hom_1060_15	sentence%1:10:00::	sentence%1:28:00::
hom_1061_13	spectacle%1:06:00::	spectacle%1:04:00::
hom_1062_9	withdrawal%1:04:00::	withdrawal%1:04:02::
hom_1063_13	take%2:42:00::	take%2:31:03::
hom_1065_14	play%2:36:01::	play%2:33:00::
hom_1067_16	serve%2:33:01::	serve%2:33:00::
hom_1071_18	standard%1:09:00::	standard%1:06:01::
hom_1072_17	hardened%3:00:05:hard:02	hardened%3:00:02:hard:01
hom_1073_17	volume%1:07:02::	volume%1:07:03::
hom_1074_12	hook%2:34:00::	hook%2:35:02::
hom_1078_8	monumental%3:01:00::	monumental%3:00:00:large:00
hom_1079_13	grain%1:13:00::	grain%1:20:00::
hom_1082_12	core%1:15:00::	core%1:09:00::
hom_1084_12	space%1:03:00::	space%1:15:00::
hom_1085_10	fly%2:38:01::	fly%2:38:00::
hom_1086_7	put%2:35:00::	put%2:35:05::
hom_1090_18	rage%1:12:00::	rage%1:26:00::
hom_1091_1	honor%1:07:00::	honor%1:10:00::
hom_1092_12	heart%1:09:01::	heart%1:06:00::
hom_1093_12	circulation%1:19:00::	circulation%1:11:00::
hom_1100_13	snag%1:09:00::	snag%1:17:00::
hom_1101_21	bloomer%1:04:00::	bloomer%1:20:00::
hom_1102_13	mole%1:07:00::	mole%1:05:00::
hom_1103_8	walk%2:38:00::	walk%2:38:04::
hom_1107_22	relief%1:06:00::	relief%1:26:00::
hom_1109_4	itch%2:39:00::	itch%2:39:01::
hom_1111_3	miss%2:37:00::	miss%2:32:00::
hom_1114_5	foundation%1:09:01::	foundation%1:14:00::
hom_1116_16	cavity%1:25:00::	cavity%1:08:00::
hom_1117_7	dead%3:00:01::	dead%3:00:02::
hom_1119_44	mature%3:00:06::	mature%3:00:02::
hom_1122_14	hive%1:17:00::	hive%1:06:00::
hom_1123_18	hard%3:00:00:bad:00	hard%3:00:06::
hom_1124_10	balance%1:18:00::	balance%1:26:00::
hom_1126_6	calf%1:05:00::	calf%1:05:01::
hom_1130_14	drill%1:06:00::	drill%1:05:00::
hom_1132_12	root%1:20:00::	root%1:15:00::
hom_1133_10	current%3:00:00::	current%3:00:00::
hom_1135_12	pool%1:06:00::	pool%1:04:00::
hom_1136_16	concentration%1:04:01::	concentration%1:11:00::
hom_1139_14	develop%2:42:00::	develop%2:30:01::
hom_1140_25	fault%1:17:00::	fault%1:04:00::
hom_1143_2	charge%2:41:00::	charge%2:32:00::
hom_1144_26	table%1:06:01::	table%1:14:01::
hom_1147_10	draw%1:06:01::	draw%1:18:00::
hom_1148_18	float%2:38:01::	float%2:38:02::
hom_1151_20	aggregate%1:14:00::	aggregate%1:06:00::
hom_1153_10	ring%1:06:03::	ring%1:06:00::
hom_1154_5	device%1:06:00::	device%1:10:00::
hom_1155_10	evolve%2:30:00::	evolve%2:30:03::
hom_1156_8	reception%1:10:00::	reception%1:14:00::
hom_1158_9	lay%2:35:01::	lay%2:35:02::
hom_1160_16	elimination%1:22:00::	elimination%1:04:02::
hom_1161_13	reservation%1:09:00::	reservation%1:09:01::
hom_1162_8	lumber%2:35:00::	lumber%2:38:00::
hom_1164_24	pan%1:06:01::	pan%1:06:00::
hom_1165_9	downhill%4:02:00::	downhill%4:02:01::
hom_1166_4	nursing%1:14:00::	nursing%1:04:00::
hom_1168_14	kid%2:32:01::	kid%2:32:00::
hom_1171_21	batter%2:35:00::	batter%2:30:00::
hom_1172_3	drool%2:37:00::	drool%2:29:00::
hom_1173_8	strain%1:04:00::	strain%1:19:00::
hom_1174_9	thirst%1:26:00::	thirst%1:07:00::
hom_1175_13	tune%2:30:00::	tune%2:30:01::
hom_1179_7	scale%1:06:03::	scale%1:05:00::
hom_1181_19	bust%1:04:00::	bust%1:06:00::
hom_1182_18	fit%2:40:00::	fit%2:30:02::
hom_1184_18	boot%1:04:00::	boot%1:06:00::
hom_1185_8	recover%2:29:00::	recover%2:30:00::
hom_1186_14	hit%1:04:00::	hit%1:04:03::
hom_1190_11	rich%3:00:03::	rich%3:00:00:abundant:00
hom_1191_15	bar%1:06:00::	bar%1:06:04::
hom_1192_9	entrance%2:37:00::	entrance%2:29:00::
hom_1194_16	straight%3:00:05::	straight%3:00:04::
hom_1195_13	world%1:09:00::	world%1:17:00::
hom_1198_10	hold%1:06:00::	hold%1:04:00::
hom_1200_7	roll%2:40:00::	roll%2:35:00::
hom_1209_18	target%1:06:00::	target%1:15:00::
hom_1211_5	loaded%3:00:00:intoxicated:00	loaded%3:00:00::
hom_1213_18	swallow%2:34:00::	swallow%2:31:03::
hom_1214_9	pick%2:35:05::	pick%2:40:00::
hom_1215_14	patch%1:07:00::	patch%1:10:00::
hom_1217_9	shelve%2:42:00::	shelve%2:35:10::
hom_1224_17	spin%1:04:00::	spin%1:11:00::
hom_1225_21	grass%1:20:00::	ganja%1:06:00::
hom_1227_6	take%2:38:10::	take%2:30:00::
hom_1229_12	still%4:02:04::	still%4:02:00::
hom_1232_16	driving%3:00:00:dynamic:00	driving%3:00:00:energetic:00
hom_1234_12	run%2:38:00::	run%2:38:01::
hom_1236_14	fathom%1:23:02::	fathom%1:23:01::
hom_1238_5	sweat%1:08:00::	sweat%1:19:00::
hom_1239_12	sum%2:32:00::	sum%2:42:00::
hom_1241_4	bypass%2:32:00::	bypass%2:32:00::
hom_1245_4	remain%2:30:00::	remain%2:42:01::
hom_1246_7	vegetate%2:42:00::	vegetate%2:30:02::
hom_1247_8	refined%3:00:01::	refined%3:00:02::
hom_1248_13	manila%1:27:00::	manila%1:15:00::
hom_1249_8	cast%1:04:02::	cast%1:06:00::
hom_1251_18	turn%2:38:00::	turn%2:30:00::
hom_1257_11	engaging%3:00:00:attractive:01	engaging%3:00:00:attractive:01
hom_1260_27	cinch%2:35:00::	cinch%2:31:01::
hom_1262_11	strain%1:10:00::	strain%1:26:00::
hom_1267_16	direction%1:10:02::	direction%1:24:00::
hom_1268_10	milk%2:30:00::	milk%2:34:00::
hom_1269_11	underworld%1:09:00::	underworld%1:14:00::
hom_1270_9	wrap%2:35:01::	wrap%2:35:02::
hom_1274_12	make%2:36:00::	make%2:36:13::
hom_1275_20	channel%1:06:00::	channel%1:06:02::
hom_1276_7	group%1:03:00::	group%1:09:00::
hom_1277_6	take%2:38:10::	take%2:30:00::
hom_1278_16	cavity%1:08:00::	cavity%1:17:00::
hom_1279_18	heated%3:00:00:hot:01	heated%3:00:00:hot:02
hom_1281_7	draw%2:36:00::	draw%2:38:00::
hom_1282_9	unstrung%3:00:00:discomposed:00	unstrung%3:00:00:discomposed:00
hom_1283_15	cold%3:00:01::	cold%3:00:02::
hom_1284_6	jerk%1:28:00::	jerk%1:18:00::
hom_1287_16	combination%1:14:02::	combination%1:14:00::
hom_1291_6	rave%2:41:00::	rave%2:32:00::
hom_1292_15	go%2:38:00::	go%2:30:00::
hom_1294_13	heated%3:00:00:hot:01	heated%3:00:00:hot:02
hom_1295_8	bust%2:35:00::	bust%2:35:01::
hom_1296_12	highlight%1:07:00::	highlight%1:24:00::
hom_1298_3	boil%2:30:02::	boil%2:30:00::
hom_1300_10	sentence%1:28:00::	sentence%1:10:00::
hom_1301_13	impact%1:11:00::	impact%1:19:00::
hom_1302_14	stick%2:35:01::	stick%2:35:03::
hom_1304_11	commission%1:26:00::	commission%1:14:00::
hom_1305_8	interest%1:21:03::	interest%1:21:00::
hom_1308_8	change%1:04:00::	change%1:11:00::
hom_1309_25	fly%1:06:01::	fly%1:06:00::
hom_1310_8	skeleton%1:06:00::	skeleton%1:08:00::
hom_1311_10	rock%2:38:06::	rock%2:38:00::
hom_1312_6	flop%1:04:00::	flop%1:11:00::
hom_1314_14	break%2:32:00::	break%2:30:02::
hom_1315_7	credit%1:21:00::	credit%1:21:02::
hom_1317_15	develop%2:42:00::	develop%2:30:05::
hom_1320_7	file%2:32:02::	file%2:32:00::
hom_1323_9	judgment%1:04:00::	judgment%1:09:04::
hom_1326_16	gut%1:08:00::	gut%1:06:00::
hom_1327_18	lead%1:27:00::	lead%1:10:02::
hom_1329_8	saving%1:04:01::	saving%1:04:02::
hom_1331_17	ring%1:11:00::	ring%1:06:03::
hom_1332_18	connection%1:04:01::	connection%1:18:01::
hom_1334_10	impressed%3:00:00:affected:00	impressed%3:00:00:affected:00
hom_1336_9	react%2:30:00::	react%2:31:00::
hom_1339_17	mark%1:10:02::	mark%1:10:03::
hom_1340_7	draw%2:35:03::	draw%2:36:00::
hom_1342_12	resort%1:07:00::	resort_area%1:15:00::
hom_1343_12	cram%2:31:00::	cram%2:35:10::
hom_1344_10	express%2:32:00::	express%2:32:09::
hom_1345_16	connection%1:24:00::	connection%1:18:01::
hom_1348_13	lie%2:42:03::	lie%2:38:00::
hom_1349_12	pointed%3:00:00:direct:02	pointed%3:00:00::
hom_1351_10	undertaking%1:04:00::	undertaking%1:04:01::
hom_1352_7	boring%3:00:00:uninteresting:00	boring%3:00:00:uninteresting:00
hom_1355_4	hot%3:00:01::	hot%3:00:00:wanted:00
hom_1356_15	pupil%1:18:01::	pupil%1:18:00::
hom_1357_9	ax%1:06:00::	ax%1:06:00::
hom_1358_9	run%2:38:00::	run%2:33:02::
hom_1359_26	paranthropus%1:05:00::	serve%2:33:00::
hom_1363_10	dribbling%1:04:00::	dribbling%1:04:00::
hom_1366_12	stir%2:39:00::	stir%2:38:01::
hom_1367_16	web%1:05:01::	web%1:17:00::
hom_1368_13	comfortable%3:00:00::	comfortable%3:00:01::
hom_1369_2	nail%2:35:00::	nail%2:41:00::
hom_1372_10	try%2:41:06::	try%2:41:05::
hom_1373_9	rib%1:06:00::	rib%1:13:00::
hom_1374_14	dive%1:04:01::	dive%1:06:01::
hom_1377_12	drift%2:38:01::	drift%2:38:02::
hom_1379_8	keep%2:41:01::	keep%2:40:00::
hom_1381_14	shot%1:04:03::	shot%1:04:00::
hom_1382_12	lie%2:32:00::	lie%2:35:00::
hom_1383_15	rattle%2:38:00::	rattle%2:39:00::
hom_1384_12	brush%1:14:00::	brush%1:06:00::
hom_1387_20	shake%1:04:01::	shake%1:10:00::
hom_1389_8	astronomical%3:01:00::	astronomical%3:00:00:large:00
hom_1393_9	chime%2:39:00::	chime%2:39:00::
hom_1394_8	break%2:35:00::	break%2:30:05::
hom_1395_12	scale%1:10:00::	scale%1:06:00::
hom_1396_10	strain%1:10:00::	strain%1:26:00::
hom_1397_6	striking%3:00:00:impressive:00	striking%3:00:00:conspicuous:00
hom_1400_19	strike%2:35:00::	strike%2:37:00::
hom_1401_13	console%2:37:00::	console%2:37:00::
hom_1403_10	figure%1:08:00::	figure%1:10:01::
hom_1404_15	flap%1:06:00::	flap%1:08:00::
hom_1407_4	run%2:38:01::	run%2:38:00::
hom_1408_13	sentence%1:04:00::	sentence%1:28:00::
hom_1410_9	taste%1:09:01::	taste%1:09:02::
hom_1412_19	gravitate%2:42:00::	gravitate%2:42:01::
hom_1414_16	multiply%2:31:00::	multiply%2:29:01::
hom_1416_20	fall%1:28:00::	fall%1:04:02::
hom_1417_10	interest%1:21:03::	interest%1:21:00::
hom_1419_10	brushing%1:04:03::	brushing%1:04:02::
hom_1421_13	state%1:03:00::	state%1:26:01::
hom_1423_15	guide%1:09:00::	guide%1:18:02::
hom_1424_20	push%2:38:00::	push%2:32:00::
hom_1426_8	loop%1:06:01::	loop%1:25:00::
hom_1427_3	radiate%2:43:00::	radiate%2:30:02::
hom_1428_8	punch%2:35:04::	punch%2:35:00::
hom_1429_26	single%3:00:02::	single%3:00:00:unshared:00
hom_1431_10	fall%2:38:00::	fall%2:30:15::
hom_1432_10	attraction%1:07:00::	attraction%1:19:00::
hom_1433_10	measure%2:31:00::	measure%2:30:00::
hom_1435_17	advance%2:41:00::	advance%2:40:00::
hom_1436_9	shuffle%1:04:01::	shuffle%1:04:00::
hom_1437_15	drive%2:38:02::	drive%2:38:11::
hom_1439_11	level%1:06:01::	level%1:06:00::
hom_1441_9	hiding%1:04:00::	hiding%1:04:00::
hom_1442_14	harp%1:06:01::	harp%1:06:00::
hom_1449_20	deal%2:32:08::	deal%2:40:00::
hom_1450_9	discharge%2:29:00::	discharge%2:33:02::
hom_1452_15	depth%1:07:00::	depth%1:15:00::
hom_1453_3	overboard%4:02:00::	overboard%4:02:01::
hom_1458_1	stamp%2:35:02::	stamp%2:35:01::
hom_1462_18	pocket%1:08:00::	pocket%1:21:00::
hom_1463_17	concrete%3:00:00:solid:01	well%4:02:11::
hom_1465_17	foggy%3:00:00:cloudy:00	foggy%3:00:00:opaque:00
hom_1466_23	cast%1:14:00::	cast%1:06:00::
hom_1469_4	date%2:41:00::	date%2:41:01::
hom_1470_5	tip%2:40:00::	tip%2:38:02::
hom_1471_11	fold%2:35:00::	fold%2:30:10::
hom_1477_15	tack%1:06:02::	tack%1:04:00::
hom_1479_22	plot%1:10:00::	plot%1:15:00::
hom_1483_12	mop%2:29:00::	mop%2:35:01::
hom_1485_15	time%1:28:01::	time%1:28:03::
hom_1486_5	candid%3:00:00:unstudied:00	candid%3:00:00:ingenuous:00
hom_1488_18	lead%1:06:03::	lead%1:04:00::
hom_1492_14	run%2:38:00::	run%2:33:01::
hom_1495_23	develop%2:31:00::	develop%2:29:00::
hom_1496_16	shape%1:07:00::	shape%1:09:00::
hom_1497_12	return%1:04:02::	return%1:04:00::
hom_1499_9	still%4:02:04::	still%4:02:02::
hom_1501_12	animated%3:00:00:moving:03	animated%3:00:00::
hom_1502_7	window%1:06:00::	window%1:06:01::
hom_1503_4	draw%2:35:03::	draw%2:36:00::
hom_1504_10	function%1:04:00::	function%1:24:00::
hom_1505_22	party%1:18:00::	party%1:14:01::
hom_1507_15	hitch%1:06:00::	hitch%1:06:01::
hom_1508_15	put%2:35:00::	put%2:34:00::
hom_1509_7	wrap%2:35:01::	wrap%2:35:02::
hom_1510_7	rough%3:00:00::	rough%3:00:00:cacophonous:00
hom_1513_6	atmosphere%1:07:00::	atmosphere%1:26:01::
hom_1514_5	deep%3:00:02::	deep%3:00:00:esoteric:00
hom_1516_14	move%2:38:00::	move%2:38:01::
hom_1517_14	chip%1:17:00::	chip%1:06:01::
hom_1518_18	fill%2:30:01::	fill%2:30:00::
hom_1519_10	touch%1:04:00::	touch%1:11:00::
hom_1520_7	breeze%1:04:00::	breeze%1:19:00::
hom_1521_9	suspend%2:35:00::	suspend%2:42:00::
hom_1523_14	key%1:06:00::	key%1:07:00::
hom_1527_18	collect%2:35:00::	collect%2:40:01::
hom_1532_14	rich%3:00:00:unwholesome:00	rich%3:00:00:tasty:00
hom_1534_17	pump%2:40:00::	pump%2:38:01::
hom_1535_10	cleanly%4:02:01::	cleanly%4:02:00::
hom_1537_9	likelihood%1:07:00::	odds%1:24:00::
hom_1538_6	umbrella%1:06:00::	umbrella%1:04:01::
hom_1539_10	disconnect%2:35:03::	disconnect%2:35:00::
hom_1540_15	revealing%3:00:00:informative:00	revealing%3:00:00::
hom_1541_12	partial%3:00:00:inclined:02	partial%3:00:01::
hom_1542_9	turn%1:04:01::	forgivingly%4:02:00::
hom_1543_14	execution%1:22:00::	execution%1:04:00::
hom_1545_17	pick%2:35:00::	pick%2:34:00::
hom_1547_10	expire%2:30:00::	expire%2:42:00::
hom_1549_14	strike%1:04:01::	strike%1:04:02::
hom_1553_11	scratch%1:07:00::	scratch%1:13:00::
hom_1555_11	break%2:32:00::	break%2:30:00::
hom_1556_7	foiled%3:00:00:unsuccessful:00	foiled%3:00:00:unsuccessful:00
hom_1557_6	storm%1:19:00::	storm%1:04:00::
hom_1558_9	stroke%1:26:00::	stroke%1:04:03::
hom_1559_10	count%2:31:02::	count%2:32:00::
hom_1560_7	high%3:00:01::	high%3:00:00:intoxicated:00
hom_1561_16	column%1:10:00::	column%1:06:00::
hom_1563_12	temple%1:06:02::	temple%1:06:00::
hom_1564_14	floor%1:06:00::	floor%1:07:00::
hom_1565_9	unstrung%3:00:00:discomposed:00	unstrung%3:00:00:discomposed:00
hom_1567_13	stride%1:23:00::	stride%1:04:00::
hom_1569_9	fork%1:06:00::	fork%1:06:02::
hom_1570_11	recover%2:40:00::	recover%2:30:00::
hom_1573_6	dry%3:00:01::	dry%3:00:00:humorous:00
hom_1574_15	grave%1:06:00::	grave%1:28:00::
hom_1578_10	dark%3:00:01::	dark%3:00:00:concealed:00
hom_1579_16	get%2:35:03::	get%2:38:15::
hom_1585_13	ground%1:16:00::	ground%1:17:01::
hom_1587_9	weed%2:30:00::	weed%2:30:00::
hom_1588_16	cut%1:04:02::	cut%1:04:00::
hom_1590_20	charge%1:10:00::	charge%1:21:02::
hom_1591_7	faint%3:00:00:ill:01	faint%3:00:02:indistinct:00
hom_1592_11	fold%2:35:00::	fold%2:35:04::
hom_1593_4	quarter%1:21:00::	quarter%1:23:02::
hom_1596_10	add%2:31:00::	add%2:30:00::
hom_1602_20	short%1:04:00::	short%1:06:00::
hom_1605_15	screw%2:33:00::	screw%2:35:01::
hom_1607_10	accidental%1:10:00::	accidental%1:10:00::
hom_1608_11	chain%1:06:00::	chain%1:14:02::
hom_1609_16	stiff%3:00:00:immobile:00	stiff%3:00:00:strong:00
hom_1610_11	coaster%1:18:00::	coaster%1:06:00::
hom_1614_12	premise%1:10:00::	premise%1:10:00::
hom_1615_7	make%2:36:01::	make%2:36:00::
hom_1616_7	rambling%3:00:00:untidy:00	rambling%3:00:00:indirect:02
hom_1617_15	stoop%1:06:01::	stoop%1:04:00::
hom_1618_13	vision%1:09:01::	vision%1:09:03::
hom_1620_11	still%4:02:04::	still%4:02:00::
hom_1622_7	bluster%2:43:00::	bluster%2:32:00::
hom_1624_9	disjointed%3:00:00:incoherent:00	disjointed%3:00:00:divided:00
hom_1625_14	makeup%1:06:00::	makeup%1:07:00::
hom_1627_10	release%1:04:01::	release%1:11:00::
hom_1628_10	stop%2:33:00::	stop%2:38:01::
hom_1632_15	choke%2:35:02::	choke%2:29:04::
hom_1635_11	point%1:26:00::	point%1:10:01::
hom_1636_11	chopper%1:06:01::	chopper%1:04:00::
hom_1637_15	mouse%1:05:00::	mouse%1:06:00::
hom_1638_12	move%2:38:02::	move%2:38:01::
hom_1642_6	hearing%1:04:01::	hearing%1:10:00::
hom_1645_11	caper%1:04:00::	caper%1:04:02::
hom_1646_7	latitude%1:15:01::	latitude%1:26:00::
hom_1647_10	circulation%1:23:01::	circulation%1:23:00::
hom_1648_11	light%1:19:00::	light%1:06:00::
hom_1650_6	grind%1:04:00::	grind%1:04:01::
hom_1651_22	phase%1:07:00::	phase%1:28:01::
hom_1652_8	paper%1:27:00::	paper%1:10:02::
hom_1653_13	light%3:00:06::	light%3:00:00:unstressed:00
hom_1655_6	tablet%1:06:00::	tablet%1:06:02::
hom_1657_9	layer%1:05:01::	layer%1:06:00::
hom_1658_10	bunny%1:05:00::	spoil%2:41:01::
hom_1661_12	kick%1:04:00::	kick%1:09:00::
hom_1663_8	unwind%2:35:06::	unwind%2:35:00::
hom_1666_5	parting%1:04:00::	parting%1:08:00::
hom_1670_10	interest%1:21:03::	interest%1:21:00::
hom_1671_10	attach%2:41:03::	attach%2:35:01::
hom_1675_10	revolution%1:11:00::	revolution%1:04:00::
hom_1676_12	chime%2:39:00::	chime%2:39:00::
hom_1677_13	behind%4:02:01::	behind%4:02:04::
hom_1678_1	beat%2:35:01::	cheat%2:41:00::
hom_1680_9	heart%1:06:00::	heart%1:25:00::
hom_1682_14	light%1:06:01::	light%1:06:00::
hom_1685_10	spark%2:43:00::	spark%2:36:00::
hom_1687_13	work%1:04:00::	work%1:04:01::
hom_1689_7	vision%1:09:03::	vision%1:09:04::
hom_1690_4	fume%2:29:00::	fume%2:43:00::
hom_1691_15	proof%1:23:00::	proof%1:09:00::
hom_1692_11	backhanded%3:00:00::	backhanded%3:00:00:indirect:02
hom_1694_12	blow%2:39:08::	blow%2:39:00::
hom_1697_26	contact%1:04:00::	contact%1:04:02::
hom_1698_17	blaze%1:04:00::	blaze%1:22:00::
hom_1700_16	tired%3:00:00::	tired%3:00:00:unoriginal:00
hom_1701_7	note%1:10:04::	note%1:10:00::
hom_1702_5	short%3:00:00:breakable:00	short%3:00:01::
hom_1703_13	incense%2:39:00::	incense%2:37:01::
hom_1704_15	point%1:06:00::	point%1:28:00::
hom_1707_13	tie%1:06:01::	tie%1:11:00::
hom_1708_3	flag%2:32:00::	flag%2:38:01::
hom_1709_5	feminise%2:30:01::	relative%3:00:00::
hom_1711_7	buzz%2:42:00::	buzz%2:39:00::
hom_1713_13	attractive%3:00:01::	attractive%3:00:02::
hom_1714_8	change%2:40:00::	change%2:30:00::
hom_1715_7	bust%1:04:00::	bust%1:06:00::
hom_1717_6	wee%3:00:00:early:00	wee%3:00:00:small:00
hom_1719_13	unleash%2:35:01::	unleash%2:35:02::
hom_1720_15	sentence%1:04:00::	sentence%1:10:00::
hom_1726_13	remote%3:00:02:far:00	remote%3:00:01:far:00
hom_1727_11	bit%1:06:01::	bit%1:13:00::
hom_1729_10	table%1:06:01::	table%1:14:01::
hom_1732_12	fine%1:21:00::	fine%1:21:00::
hom_1734_12	dawn%2:30:00::	dawn%2:42:01::
hom_1735_4	swell%1:11:00::	swell%1:17:00::
hom_1737_4	poach%2:33:00::	poach%2:30:00::
hom_1739_11	high%3:00:03::	high%3:00:02::
hom_1742_20	circulation%1:04:00::	circulation%1:23:00::
hom_1744_12	sum%2:32:00::	sum%2:42:00::
hom_1747_10	unbelievable%3:00:00:implausible:00	unbelievable%3:00:04::
hom_1749_15	pepper%2:39:00::	pepper%2:33:00::
