hom_2_9 saving%1:04:02:: saving%1:04:01::
hom_815_6 down%3:00:00:: down%5:00:00:dejected:00
hom_817_11 to_date%4:02:00:: date%1:14:00::
hom_819_15 find%2:39:02:: find%1:09:00::
hom_820_11 peanuts%1:21:00:: peanuts%1:21:00::
hom_821_10 figure%1:10:01:: figure%1:08:00::
hom_825_13 turn%1:04:01:: turn%2:30:00::
hom_828_18 tight%5:00:00:equal:00 tight%3:00:02::
hom_829_17 bars%1:06:00:: bars%1:06:00::
hom_833_11 cuckoo%1:05:00:: cuckoo%1:18:00::
hom_834_13 crown%1:10:01:: crown%1:06:03::
hom_835_19 clean%3:00:01:: clean%2:30:01::
hom_836_7 leak%2:32:00:: leak%2:32:01::
hom_838_10 calling%1:04:00:: calling%1:04:00::
hom_843_15 nuts%5:00:00:insane:00 nuts%5:00:00:insane:00
hom_845_9 right%1:07:00:: right%3:00:04::
hom_847_26 drop_off%2:35:00:: drop_off%2:30:01::
hom_848_14 plate%1:06:02:: plate%1:13:01::
hom_851_8 swept%3:00:00:: swept%3:00:00::
hom_852_12 touch%1:04:00:: touch%2:34:00::
hom_854_10 run%1:23:00:: run%1:04:06::
hom_855_5 change%2:30:01:: change%1:11:00::
hom_857_15 shot%1:04:06:: shot%1:10:01::
hom_858_6 digital%3:01:00:: digital%3:01:01::
hom_860_8 sweet%1:13:01:: sweet%5:00:02:pleasing:00
hom_863_5 fallout%1:27:00:: fallout%1:19:00::
hom_864_25 solution%1:27:00:: solution%1:14:00::
hom_866_26 pick_up%2:31:00:: pick%2:31:00::
hom_868_16 entranced%5:00:00:enchanted:00 entranced%5:00:00:enchanted:00
hom_870_15 clogged%5:00:00:obstructed:00 clogged%5:00:00:encumbered:00
hom_871_10 bundle%1:14:00:: bundle%1:21:00::
hom_872_9 track%1:17:00:: track%1:06:05::
hom_873_10 spent%5:00:00:tired:00 spent%3:00:00::
hom_876_9 plug%2:35:01:: plug%2:30:02::
hom_877_9 uproot%2:35:00:: uproot%2:41:00::
hom_878_10 chemistry%1:09:00:: chemistry%1:27:00::
hom_881_11 track%2:38:00:: track%1:17:00::
hom_886_12 working_out%1:04:00:: working%5:00:02:operative:00
hom_890_5 tired_of%5:00:00:displeased:00 tired%3:00:00::
hom_891_9 scrambled%5:00:00:disorganized:00 scrambled%5:00:00:disorganized:00
hom_897_15 stuck%3:00:00:: stuck%5:00:00:perplexed:00
hom_898_6 bird%1:05:00:: bird%1:10:00::
hom_901_10 glowing%1:19:00:: glowing%5:00:00:enthusiastic:00
hom_903_7 booming%5:00:00:successful:00 booming%5:00:00:full:01
hom_906_4 plant%1:03:00:: plant%2:35:01::
hom_907_13 in_one_ear%4:02:00:: ear%1:08:00::
hom_908_19 shoot%1:04:00:: shoot%2:35:01::
hom_910_8 drone_on%2:32:00:: drone%1:05:00::
hom_911_15 garnish%2:40:00:: garnish%2:36:00::
hom_912_9 express%2:32:00:: express%1:10:00::
hom_914_7 rare%5:00:00:extraordinary:00 rare%5:00:00:uncommon:00
hom_915_16 observant%5:00:00:perceptive:00 observant%5:00:00:attentive:00
hom_916_8 ground%2:35:02:: ground%2:35:00::
hom_917_15 fired%5:00:00:unemployed:00 fired%5:00:00:unemployed:00
hom_918_17 dry%3:00:01:: dry%1:18:00::
hom_920_11 blowup%1:11:00:: blowup%1:06:00::
hom_923_6 issue%1:19:00:: issue%1:09:01::
hom_924_10 cut%2:35:13:: cut%2:35:00::
hom_925_10 dock%2:38:00:: dock%2:40:00::
hom_929_13 haywire%1:06:00:: haywire%5:00:00:malfunctioning:00
hom_934_10 spirits%1:13:00:: spirits%1:13:00::
hom_937_22 complex%3:00:00:: complex%1:09:00::
hom_938_8 split%2:41:00:: split%2:41:03::
hom_939_6 space%2:38:00:: space%1:25:00::
hom_940_22 ball%1:06:01:: ball%1:08:01::
hom_941_28 change%1:11:00:: change%2:30:01::
hom_942_10 stroke%1:04:00:: stroke%1:11:02::
hom_943_9 leaf%1:20:00:: leaf%1:06:00::
hom_945_14 stacked%5:00:00:shapely:00 stacked%3:44:00::
hom_946_12 driving%5:00:00:dynamic:00 driving%1:04:00::
hom_949_17 knock%2:32:02:: knock%2:35:04::
hom_954_13 line%1:06:01:: line%1:06:00::
hom_956_8 leap%1:11:01:: leap%1:11:00::
hom_958_15 toast%1:13:00:: toast%1:18:01::
hom_959_15 frank%5:00:00:direct:02 frank%1:18:00::
hom_960_13 spin%1:04:01:: spin%1:04:00::
hom_962_16 operate%2:35:02:: operate%2:33:00::
hom_964_13 conduct%2:41:01:: conduct%1:04:00::
hom_968_1 jumping%1:04:01:: jumping%1:04:00::
hom_969_14 cooked%3:00:00:: cooked%3:00:00::
hom_970_8 exhausted%5:00:00:tired:00 exhausted%3:00:00::
hom_971_6 sign%1:10:03:: sign%1:10:05::
hom_972_8 trail%1:17:01:: trail%1:06:00::
hom_973_7 beady%5:00:00:bright:00 beady%5:00:00:adorned:00
hom_974_8 downhill%1:17:00:: downhill%4:02:00::
hom_976_13 pull%2:35:00:: pull%1:07:00::
hom_977_11 stand%1:06:01:: stand%2:31:00::
hom_979_18 lousy%5:00:00:nasty:00 lousy%5:00:00:bad:00
hom_981_13 stunning%5:00:00:disorienting:00 stunning%5:00:00:surprising:00
hom_984_21 lock%2:35:00:: lock%2:35:01::
hom_985_11 sign_off%2:32:00:: sign%2:32:02::
hom_987_10 calf%1:08:00:: calf%1:27:00::
hom_990_11 plant%1:03:00:: plant%1:06:01::
hom_992_21 poacher%1:06:00:: poacher%1:18:00::
hom_993_19 reservation%1:10:00:: reservation%1:04:01::
hom_994_11 stave_off%2:41:00:: stave%1:06:02::
hom_995_17 calf%1:05:00:: calf%1:08:00::
hom_996_16 thrown%5:00:00:down:00 thrown%5:00:00:down:00
hom_998_19 kid%2:32:00:: kid%2:32:01::
hom_1002_11 point%2:33:02:: point%1:09:00::
hom_1004_12 stalking%1:04:02:: stalking%1:04:01::
hom_1006_11 faculty%1:09:00:: faculty%1:14:00::
hom_1007_15 looking%1:04:01:: looking%5:00:00:superficial:00
hom_1008_8 knockout%1:04:00:: knockout%1:18:00::
hom_1010_9 reflective%5:00:00:thoughtful:00 reflective%3:00:00::
hom_1013_5 tap%2:32:00:: tap%2:34:00::
hom_1014_17 drift%2:30:10:: drift%1:19:00::
hom_1015_13 strain%2:34:00:: strain%1:04:01::
hom_1016_18 sentence%1:10:00:: sentence%1:28:00::
hom_1017_15 picket%1:04:00:: picket%1:06:01::
hom_1018_7 turn_up%2:35:00:: turn_up%2:30:00::
hom_1020_7 absorbed%5:00:00:attentive:00 absorbed%5:00:00:unreflected:00
hom_1023_3 the_pits%1:15:00:: pit%1:17:00::
hom_1024_12 connection%1:24:00:: connection%1:26:00::
hom_1025_8 render%2:40:02:: render%2:30:00::
hom_1028_20 make_up%2:42:00:: make_up%2:41:00::
hom_1030_8 state%1:26:02:: state%1:15:01::
hom_1031_11 circulation%1:19:00:: circulation%1:23:01::
hom_1032_11 stern%1:06:00:: stern%5:00:00:nonindulgent:00
hom_1034_16 dark%1:28:00:: dark%1:26:00::
hom_1035_11 buzz%2:42:00:: buzz%1:11:00::
hom_1036_13 projected%5:00:00:protrusive:00 projected%5:00:00:protrusive:00
hom_1037_7 cop_out%2:31:00:: cop%1:18:00::
hom_1039_9 fired%5:00:00:unemployed:00 fired%5:00:00:unemployed:00
hom_1040_8 developing%1:22:00:: developing%5:00:00:nonindustrial:00
hom_1042_7 illuminating%3:00:00:: illuminating%3:00:00::
hom_1043_10 counter%1:06:03:: counter%1:06:02::
hom_1044_12 struck%5:00:00:affected:00 struck%5:00:00:affected:00
hom_1045_12 net%1:21:00:: net%2:40:00::
hom_1049_7 legend%1:10:01:: legend%1:10:00::
hom_1050_8 love%1:12:00:: love%2:37:02::
hom_1052_18 crop%1:20:01:: crop%2:35:01::
hom_1053_2 coming%1:04:02:: coming%1:07:00::
hom_1054_4 turf%2:35:00:: turf%2:35:00::
hom_1056_43 look_into%2:32:00:: look%2:39:00::
hom_1057_9 pine_away%2:30:00:: pine%1:20:00::
hom_1058_9 delivery%1:04:03:: delivery%1:10:00::
hom_1060_15 sentence%1:10:00:: sentence%1:28:00::
hom_1061_13 spectacles%1:06:00:: spectacles%1:06:00::
hom_1062_9 withdrawal%1:04:00:: withdrawal%1:10:00::
hom_1063_13 taking%1:04:00:: taking%5:00:00:attractive:01
hom_1065_14 play%1:10:01:: play%1:04:02::
hom_1066_15 breaking%1:04:00:: breaking%1:04:00::
hom_1067_16 serve%2:33:00:: serve%1:04:00::
hom_1071_18 standard%1:10:00:: standard%1:09:00::
hom_1072_17 hardened%3:00:04:: hardened%5:00:00:tough:02
hom_1073_17 volume%1:06:00:: volume%1:23:00::
hom_1074_12 hooked%5:00:00:crooked:01 hooked%5:00:00:curved:00
hom_1078_8 monumental%3:01:00:: monumental%5:00:00:significant:00
hom_1079_13 grain%1:13:00:: grain%2:35:00::
hom_1082_12 core%1:06:02:: core%1:09:00::
hom_1084_12 space%1:03:00:: space%1:06:00::
hom_1085_10 flying%1:04:00:: flying%5:00:00:hurried:00
hom_1086_7 putting%1:04:00:: putting%1:04:00::
hom_1090_18 rage%1:26:01:: rage%2:37:00::
hom_1091_1 honor%1:10:00:: honor%2:41:01::
hom_1092_12 by_heart%4:02:00:: heart%1:12:04::
hom_1093_12 circulation%1:23:00:: circulation%1:11:00::
hom_1100_13 snag%1:20:00:: snag%1:17:00::
hom_1101_21 bloomers%1:06:00:: bloomers%1:06:00::
hom_1102_13 mole%1:23:00:: mole%1:06:00::
hom_1103_8 walk%2:38:00:: walk%2:33:00::
hom_1107_22 relief%1:12:00:: relief%1:18:00::
hom_1109_4 itching%1:09:00:: itching%1:09:00::
hom_1111_3 miss%1:18:00:: miss%2:42:01::
hom_1114_5 foundation%1:06:00:: foundation%1:09:01::
hom_1116_16 cavity%1:17:00:: cavity%1:08:00::
hom_1117_7 dead%3:00:01:: dead%1:14:00::
hom_1119_44 mature%2:29:04:: mature%2:30:01::
hom_1122_14 hives%1:26:00:: hives%1:26:00::
hom_1123_18 hard%3:00:06:: hard%5:00:00:indulgent:00
hom_1124_10 balance%1:24:00:: balance%1:06:02::
hom_1126_6 calf%1:08:00:: calf%1:05:00::
hom_1130_14 drill%1:06:00:: drill%1:04:01::
hom_1132_12 roots%1:26:00:: roots%1:26:00::
hom_1133_10 current%3:00:00:: current%1:19:01::
hom_1135_12 pool%1:17:00:: pool%1:14:00::
hom_1136_16 concentration%1:07:02:: concentration%1:09:00::
hom_1139_14 developed%3:00:00:: developed%5:00:00:improved:00
hom_1140_25 fault%1:04:00:: fault%1:17:00::
hom_1143_2 charged%3:00:00:: charged%5:00:00:emotional:00
hom_1144_26 table%1:06:01:: table%1:06:02::
hom_1147_10 draw%1:04:00:: draw%2:36:07::
hom_1148_18 float%1:06:00:: float%1:21:00::
hom_1151_20 aggregate%2:35:00:: aggregate%1:14:00::
hom_1153_10 ring%1:06:02:: ring%2:39:04::
hom_1154_5 devices%1:09:00:: devices%1:09:00::
hom_1155_10 evolve%2:30:03:: evolve%2:30:00::
hom_1156_8 reception%1:14:00:: reception%1:10:00::
hom_1158_9 get_laid%2:35:00:: laid%5:00:00:arranged:00
hom_1160_16 elimination%1:22:00:: elimination%1:04:03::
hom_1161_13 reservation%1:10:00:: reservation%1:04:01::
hom_1162_8 lumber%1:27:00:: lumber%2:35:00::
hom_1164_24 pan_out%2:41:00:: pan_out%2:35:00::
hom_1165_9 downhill%1:17:00:: downhill%4:02:00::
hom_1166_4 nursing%1:04:00:: nursing%1:14:00::
hom_1168_14 kid%2:32:01:: kid%2:32:00::
hom_1171_21 battering%1:04:00:: battering%1:04:00::
hom_1172_3 drool%2:37:00:: drool%2:37:00::
hom_1173_8 strain%1:10:00:: strain%1:04:01::
hom_1174_9 thirst_for_knowledge%1:09:00:: thirst%1:07:00::
hom_1175_13 tune%2:30:01:: tune%2:30:01::
hom_1179_7 scale%1:24:03:: scale%2:38:00::
hom_1181_19 bust%1:08:00:: bust%2:35:01::
hom_1182_18 fit_in%2:42:00:: fit%2:42:04::
hom_1184_18 to_boot%4:02:00:: boot%1:06:00::
hom_1185_8 recover%2:40:00:: recover%2:40:01::
hom_1186_14 hit%1:11:01:: hit%2:35:00::
hom_1190_11 rich%1:14:00:: rich%3:00:00::
hom_1191_15 bars%1:06:00:: bars%1:06:00::
hom_1192_9 entranced%5:00:00:enchanted:00 entranced%5:00:00:enchanted:00
hom_1194_16 straight%5:00:00:correct:00 straight%3:00:01::
hom_1195_13 world%1:17:00:: world%1:17:01::
hom_1198_10 hold%2:41:00:: hold%2:35:09::
hom_1200_7 roll_over%2:38:00:: roll%1:10:00::
hom_1201_6 wave%1:11:00:: wave%2:35:00::
hom_1209_18 target%1:09:00:: target%1:10:00::
hom_1211_5 loaded%5:00:00:prejudiced:00 loaded%5:00:00:full:00
hom_1213_18 swallow%1:04:00:: swallow%1:05:00::
hom_1214_9 pick_up%2:40:02:: pick%1:04:00::
hom_1215_14 patch%1:06:04:: patch%1:06:03::
hom_1217_9 shelve%2:42:00:: shelve%2:35:10::
hom_1224_17 spin%2:38:01:: spin%1:04:01::
hom_1225_21 grass%1:20:00:: grass%2:35:01::
hom_1227_6 take%2:30:00:: take%2:41:04::
hom_1229_12 still%1:06:01:: still%1:06:00::
hom_1232_16 driving%5:00:00:dynamic:00 driving%1:04:00::
hom_1234_12 run_down%2:39:00:: run_down%2:29:01::
hom_1236_14 fathom%2:30:00:: fathom%2:31:00::
hom_1238_5 sweat%1:08:00:: sweat%1:04:00::
hom_1239_12 sum_up%2:32:00:: sum%1:21:00::
hom_1241_4 bypass%2:32:00:: bypass%1:06:00::
hom_1245_4 remains%1:08:00:: remains%1:17:00::
hom_1246_7 vegetate%2:30:00:: vegetate%2:30:04::
hom_1247_8 refined%5:00:00:elegant:00 refined%3:00:01::
hom_1248_13 manila%1:27:00:: manila%1:15:00::
hom_1249_8 cast%1:04:01:: cast%2:36:01::
hom_1251_18 turn_out%2:30:00:: turn_out%2:42:02::
hom_1257_11 engaging%5:00:00:attractive:01 engaging%5:00:00:attractive:01
hom_1260_27 cinch%1:06:00:: cinch%1:04:00::
hom_1262_11 strain%1:10:00:: strain%2:35:00::
hom_1267_16 direction%1:15:00:: direction%1:04:00::
hom_1268_10 milk%1:13:01:: milk%2:34:00::
hom_1269_11 underworld%1:09:00:: underworld%1:14:00::
hom_1270_9 wrapped_up%5:00:00:committed:00 wrapped%5:00:00:covered:00
hom_1271_11 classified%3:00:01:: classified%3:00:02::
hom_1274_12 made%5:00:00:successful:00 made%5:00:00:ready-made:00
hom_1275_20 channels%1:10:00:: channels%1:10:00::
hom_1276_7 group%1:03:00:: group%1:27:00::
hom_1277_6 taken%5:00:00:understood:00 taken%5:00:00:affected:00
hom_1278_16 cavity%1:08:00:: cavity%1:17:00::
hom_1279_18 heated%5:00:00:hot:01 heated%5:00:00:hot:02
hom_1281_7 drawing%1:06:00:: drawing%1:10:00::
hom_1282_9 unstrung%5:00:00:discomposed:00 unstrung%5:00:00:discomposed:00
hom_1283_15 cold%5:00:00:unconscious:00 cold%1:26:00::
hom_1284_6 jerk%1:13:00:: jerk%1:04:02::
hom_1287_16 combination%1:04:00:: combination%1:14:03::
hom_1291_6 rave%1:10:00:: rave%1:11:00::
hom_1292_15 go_down%2:38:02:: go%2:38:00::
hom_1294_13 heated%5:00:00:hot:01 heated%5:00:00:hot:02
hom_1295_8 busted%5:00:00:damaged:00 busted%5:00:00:damaged:00
hom_1296_12 highlight%1:24:00:: highlight%1:07:00::
hom_1298_3 boiling%1:22:00:: boiling%1:04:00::
hom_1300_10 sentence%1:10:00:: sentence%1:10:00::
hom_1301_13 impact%2:30:00:: impact%1:11:00::
hom_1302_14 stuck%3:00:00:: stuck%5:00:00:perplexed:00
hom_1304_11 commission%1:14:00:: commission%1:26:00::
hom_1305_8 interest%1:21:03:: interest%1:07:02::
hom_1308_8 change%2:30:01:: change%1:11:00::
hom_1309_25 fly%1:05:00:: fly%2:38:03::
hom_1310_8 skeleton%1:08:00:: skeleton%1:06:00::
hom_1311_10 rock%2:38:00:: rock%2:38:06::
hom_1312_6 flop%2:41:00:: flop%1:04:00::
hom_1314_14 breaking%1:04:00:: breaking%1:04:00::
hom_1315_7 credit%1:21:02:: credit%1:04:00::
hom_1317_15 developed%3:00:00:: developed%3:00:00::
hom_1320_7 file%1:10:00:: file%1:06:00::
hom_1323_9 judgment%1:04:00:: judgment%1:09:04::
hom_1326_16 guts%1:07:00:: guts%1:07:00::
hom_1327_18 lead%2:32:00:: lead%1:07:02::
hom_1329_8 saving%1:04:01:: saving%1:04:02::
hom_1331_17 ring%1:06:02:: ring%1:14:00::
hom_1332_18 connection%1:24:00:: connection%1:26:00::
hom_1334_10 impressed%5:00:00:affected:00 impressed%5:00:00:affected:00
hom_1336_9 react%2:31:00:: react%2:41:00::
hom_1339_17 mark%2:30:00:: mark%2:32:03::
hom_1340_7 drawn%5:00:00:tired:00 drawn%5:00:00:closed:01
hom_1342_12 last_resort%1:04:00:: resort%2:38:00::
hom_1343_12 cram%2:30:00:: cram%2:31:00::
hom_1344_10 express%2:32:02:: express%2:32:00::
hom_1345_16 connection%1:24:00:: connection%1:06:00::
hom_1348_13 lied%1:10:00:: lied%1:10:00::
hom_1349_12 pointed%3:00:00:: pointed%5:00:00:direct:02
hom_1351_10 undertaking%1:04:00:: undertaking%1:04:00::
hom_1352_7 boring%5:00:00:uninteresting:00 boring%1:04:00::
hom_1355_4 hot%3:00:01:: hot%5:00:00:wanted:00
hom_1356_15 pupil%1:18:00:: pupil%1:18:00::
hom_1357_9 ax%1:06:00:: axis%1:09:00::
hom_1358_9 running%1:04:03:: running%5:00:00:continual:00
hom_1359_26 serve%1:04:00:: serve%2:33:00::
hom_1363_10 dribbling%1:04:00:: dribbling%1:04:00::
hom_1366_12 stir%2:38:01:: stir%2:39:00::
hom_1367_16 web%1:14:00:: web%1:17:00::
hom_1368_13 comfortable%3:00:00:: comfortable%5:00:00:sufficient:00
hom_1369_2 nail%2:40:00:: nail%2:41:01::
hom_1372_10 try%2:41:00:: try%2:41:06::
hom_1373_9 rib%1:08:01:: rib%2:32:00::
hom_1374_14 dive%1:04:01:: dive%1:06:01::
hom_1377_12 drift_apart%2:37:00:: drift%2:38:01::
hom_1379_8 keep%2:42:00:: keep%2:42:03::
hom_1381_14 shot%1:04:04:: shot%1:04:00::
hom_1382_12 lying%1:04:00:: lying%1:04:00::
hom_1383_15 rattled%5:00:00:discomposed:00 rattled%5:00:00:discomposed:00
hom_1384_12 brush%2:30:00:: brush%1:06:00::
hom_1387_20 shake%2:37:00:: shake%2:38:00::
hom_1389_8 astronomical%3:01:00:: astronomical%5:00:00:large:00
hom_1391_7 cultured%5:00:00:refined:01 cultured%5:00:00:refined:01
hom_1393_9 chime%2:39:00:: chime%2:39:00::
hom_1394_8 broke%5:00:00:poor:00 broke%5:00:00:poor:00
hom_1395_12 scale%1:24:03:: scale%1:06:00::
hom_1396_10 strain%1:10:00:: strain%1:04:01::
hom_1397_6 striking%5:00:00:impressive:00 striking%1:11:00::
hom_1400_19 strike%1:04:05:: strike_out%2:35:00::
hom_1401_13 console%1:06:03:: console%2:37:00::
hom_1403_10 figure%1:06:01:: figure%1:04:00::
hom_1404_15 flap%1:06:00:: flap%2:38:03::
hom_1407_4 run%2:42:00:: run%2:38:09::
hom_1408_13 sentence%1:10:00:: sentence%1:28:00::
hom_1410_9 taste%1:12:02:: taste%1:09:01::
hom_1412_19 gravitate%2:42:01:: gravitate%2:38:00::
hom_1414_16 multiply%2:29:01:: multiply%2:30:00::
hom_1416_20 fall_out%2:30:00:: fall%2:30:08::
hom_1417_10 interest%1:07:02:: interest%1:21:03::
hom_1419_10 brushing%1:04:03:: brushing%1:04:02::
hom_1421_13 state%1:15:01:: state%1:03:00::
hom_1423_15 guide%2:38:01:: guide%1:18:00::
hom_1424_20 push%1:06:00:: push%2:41:00::
hom_1426_8 loop%1:25:00:: loop%1:06:01::
hom_1427_3 radiating%5:00:00:divergent:00 radiating%5:00:00:divergent:00
hom_1428_8 punch_out%2:32:00:: punch%1:04:00::
hom_1429_26 single%3:00:00:: single%2:35:00::
hom_1431_10 fall_away%2:30:00:: fall%2:30:08::
hom_1432_10 attraction%1:07:00:: attraction%1:10:00::
hom_1433_10 measure_up%2:42:00:: measure%1:03:00::
hom_1435_17 advanced%5:00:00:late:00 advanced%5:00:00:precocious:00
hom_1436_9 shuffle%1:04:00:: shuffle%2:38:00::
hom_1437_15 driven%5:00:00:motivated:00 driven%5:00:00:involuntary:01
hom_1439_11 level%1:07:00:: level%1:06:01::
hom_1441_9 hiding%1:04:00:: hiding%1:26:00::
hom_1442_14 harp%1:06:00:: harp%1:06:02::
hom_1449_20 deal%2:41:13:: deal%2:40:11::
hom_1450_9 discharged%5:00:00:unemployed:00 discharged%5:00:00:unemployed:00
hom_1452_15 depth%1:07:00:: depth%1:07:01::
hom_1453_3 overboard%4:02:00:: overboard%4:02:01::
hom_1458_1 stamp_out%2:30:00:: stamp%1:10:00::
hom_1462_18 pocket%1:14:00:: pocket%1:06:01::
hom_1463_17 concrete%1:27:00:: concrete%3:00:00::
hom_1465_17 foggy%5:00:00:indistinct:00 foggy%5:00:00:lethargic:00
hom_1466_23 cast%2:36:01:: cast%1:07:00::
hom_1469_4 dated%5:00:00:unfashionable:00 dated%5:00:00:unfashionable:00
hom_1470_5 tipped%5:00:00:inclined:01 tipped%3:00:00::
hom_1471_11 fold%2:35:00:: fold%2:41:00::
hom_1473_13 will%1:10:00:: will%2:31:01::
hom_1477_15 tack%1:06:01:: tack%2:36:05::
hom_1479_22 plot%1:10:00:: plot%1:09:00::
hom_1483_12 moped%1:06:00:: moped%1:06:00::
hom_1485_15 time%1:03:00:: time%2:30:01::
hom_1486_5 candid%5:00:00:direct:02 candid%5:00:00:ingenuous:00
hom_1488_18 lead%1:27:00:: lead%2:42:00::
hom_1492_14 run_for%2:42:00:: run%1:04:06::
hom_1495_23 develop%2:29:00:: develop%2:30:12::
hom_1496_16 shape%1:08:00:: shape%2:31:00::
hom_1497_12 return%1:04:04:: return%2:40:13::
hom_1499_9 still%1:06:00:: still%2:37:01::
hom_1501_12 animated%3:00:00:: animated%5:00:00:moving:03
hom_1502_7 windows%1:10:00:: windows%1:10:00::
hom_1503_4 drawn%5:00:00:tired:00 drawn%5:00:00:closed:01
hom_1504_10 function%1:10:00:: function%1:24:00::
hom_1505_22 party%1:14:01:: party%1:14:02::
hom_1507_15 hitch%1:28:00:: hitch%1:06:00::
hom_1508_15 put%2:35:00:: put%1:04:00::
hom_1509_7 wrapped_up%5:00:00:committed:00 wrapped%5:00:00:covered:00
hom_1510_7 rough%3:00:02:: rough%5:00:00:inexact:00
hom_1513_6 atmosphere%1:17:00:: atmosphere%1:15:00::
hom_1514_5 deep%1:17:00:: deep%4:02:02::
hom_1516_14 moved%3:00:00:: moved%3:00:00::
hom_1517_14 chip_in%2:40:00:: chip%1:06:00::
hom_1518_18 filling%1:06:01:: filling%1:27:00::
hom_1519_10 touch%2:35:00:: touch%2:39:00::
hom_1520_7 breeze%1:19:00:: breeze%1:04:00::
hom_1521_9 suspended%5:00:01:supported:00 suspended%5:00:01:supported:00
hom_1523_14 key%1:10:01:: key%1:06:01::
hom_1527_18 collect%2:40:03:: collect%2:35:00::
hom_1532_14 rich%3:00:00:: rich%5:00:00:tasty:00
hom_1534_17 pumped%5:00:00:tense:03 pumped%5:00:00:tense:03
hom_1535_10 cleanly%4:02:00:: cleanly%4:02:02::
hom_1537_9 at_odds%5:00:00:inconsistent:00 odds%1:07:00::
hom_1538_6 umbrella%1:06:00:: umbrella%1:04:00::
hom_1539_10 disconnected%5:00:00:off:00 disconnected%5:00:00:incoherent:00
hom_1540_15 revealing%1:10:00:: revealing%5:00:00:informative:00
hom_1541_12 partial%1:09:00:: partial%1:09:01::
hom_1542_9 good_turn%1:04:00:: turn%2:30:04::
hom_1543_14 execution%1:04:00:: execution%1:22:00::
hom_1545_17 picking%1:23:00:: picking%1:23:00::
hom_1547_10 expire%2:30:00:: expire%2:42:00::
hom_1549_14 strike%2:35:00:: strike%2:38:08::
hom_1553_11 from_scratch%4:02:00:: scratch%1:26:00::
hom_1555_11 broke%5:00:00:poor:00 broke%5:00:00:poor:00
hom_1556_7 foiled%5:00:00:unsuccessful:00 foiled%5:00:00:unsuccessful:00
hom_1557_6 storm%1:19:00:: storm%2:33:00::
hom_1558_9 stroke%1:04:00:: stroke%1:11:02::
hom_1559_10 count_on%2:31:01:: count%1:23:00::
hom_1560_7 high%3:00:01:: high%5:00:00:superior:01
hom_1561_16 column%1:06:00:: column%1:14:00::
hom_1563_12 temple%1:06:01:: temple%1:06:00::
hom_1564_14 floor%1:07:00:: floor%1:06:01::
hom_1565_9 unstrung%5:00:00:discomposed:00 unstrung%5:00:00:discomposed:00
hom_1567_13 in_stride%4:02:00:: stride%1:04:00::
hom_1569_9 fork%1:08:00:: fork%1:06:00::
hom_1570_11 recovered%5:00:00:well:01 recovered%5:00:00:found:00
hom_1573_6 dry%3:00:01:: dry%5:00:00:humorous:00
hom_1574_15 grave%1:06:00:: grave%5:00:00:serious:00
hom_1578_10 dark%5:00:00:concealed:00 dark%1:26:00::
hom_1579_16 get_off%2:32:04:: get%2:30:01::
hom_1585_13 grounds%1:09:00:: grounds%1:17:00::
hom_1587_9 weed%2:30:00:: weed%2:30:00::
hom_1588_16 cut%1:10:00:: cut%1:04:02::
hom_1589_13 unravel%2:35:00:: unravel%2:30:01::
hom_1590_20 charge%1:06:01:: charge%2:31:10::
hom_1591_7 faint%5:00:00:perceptible:00 faint%5:00:02:indistinct:00
hom_1592_11 fold%2:35:00:: fold%2:41:00::
hom_1593_4 quarters%1:06:00:: quarters%1:06:00::
hom_1596_10 add_up%2:42:03:: add%2:30:00::
hom_1602_20 shorts%1:06:00:: shorts%1:06:01::
hom_1605_15 screwing%1:04:00:: screwing%1:04:00::
hom_1607_10 accidental%1:10:00:: accidental%1:10:00::
hom_1608_11 chain_store%1:06:00:: chain%1:14:02::
hom_1609_16 stiff%1:08:00:: stiff%3:00:00::
hom_1610_11 coaster%1:06:00:: coaster%1:18:01::
hom_1614_12 premises%1:15:00:: premises%1:15:00::
hom_1615_7 make%2:36:00:: make%2:40:01::
hom_1616_7 rambling%5:00:00:indirect:02 rambling%5:00:00:untidy:00
hom_1617_15 stoop%2:41:12:: stoop%1:06:01::
hom_1618_13 vision%1:09:01:: vision%1:09:03::
hom_1620_11 still%1:06:01:: still%1:06:00::
hom_1622_7 bluster%2:29:00:: bluster%2:32:00::
hom_1624_9 disjointed%5:00:00:incoherent:00 disjointed%5:00:00:divided:00
hom_1625_14 makeup%1:06:00:: makeup%1:11:00::
hom_1627_10 release%2:29:01:: release%1:04:03::
hom_1628_10 stop%2:42:13:: stop%1:10:01::
hom_1632_15 choked%5:00:00:obstructed:00 choked%5:00:00:obstructed:00
hom_1635_11 point%1:09:00:: point%1:15:00::
hom_1636_11 chopper%1:06:01:: chopper%1:04:00::
hom_1637_15 mouse%1:06:00:: mouse%2:38:00::
hom_1638_12 moving%3:00:02:: moving%3:00:01::
hom_1642_6 hearing%1:04:01:: hearing%1:15:00::
hom_1645_11 caper%1:04:00:: caper%1:20:00::
hom_1646_7 latitude%1:15:01:: latitude%1:26:00::
hom_1647_10 circulation%1:23:01:: circulation%1:19:00::
hom_1648_11 light%1:19:00:: light%3:00:07::
hom_1650_6 grind%1:04:01:: grind%2:30:00::
hom_1651_22 phase%1:28:00:: phase%1:07:00::
hom_1652_8 on_paper%4:02:01:: paper%1:27:00::
hom_1653_13 light%1:09:00:: light%1:06:00::
