hom_2_9 write%2:32:03:: keep_open%2:40:00::
hom_843_15 testis%1:08:00:: addict%1:18:01::
hom_845_9 wholly%4:02:00:: good%5:00:00:opportune:00
hom_847_26 drop%2:35:00:: sink%2:38:01::
hom_848_14 plate%2:35:00:: denture%1:06:00::
hom_851_8 swing%2:35:00:: sweep%2:42:10::
hom_852_12 touch%2:31:00:: touch%1:04:00::
hom_854_10 run%2:38:13:: scat%2:38:00::
hom_855_5 change%2:30:01:: switch%2:30:02::
hom_857_15 stroke%1:04:00:: dart%2:38:00::
hom_858_6 digital%3:00:00:: digital%3:00:00::
hom_860_8 sweetness%1:07:00:: sweetly%4:02:00::
hom_863_5 side_effect%1:19:00:: side_effect%1:19:00::
hom_864_25 solution%1:04:00:: solution%1:10:00::
hom_866_26 pick%1:04:01:: foot%2:40:00::
hom_868_16 entrance%2:29:00:: beguiled%5:00:00:enchanted:00
hom_870_15 clog%2:35:01:: clog%2:30:02::
hom_871_10 pile%1:21:00:: bundle%1:06:00::
hom_872_9 traverse%2:38:00:: cut%1:10:04::
hom_873_10 spend%2:40:01:: spend%2:40:00::
hom_876_9 plug%2:30:00:: plug%2:30:02::
hom_877_9 uproot%2:36:00:: uproot%2:41:00::
hom_878_10 chemistry%1:24:00:: chemistry%1:24:00::
hom_881_11 chase%2:38:00:: path%1:17:00::
hom_886_12 exercise%2:29:01:: work%2:41:00::
hom_890_5 tire%2:29:01:: bore%2:37:00::
hom_891_9 beat%2:35:03:: clamber%2:38:00::
hom_897_15 perplex%2:31:00:: stick%2:32:00::
hom_898_6 shuttlecock%1:06:00:: boo%1:10:00::
hom_901_10 radiance%1:19:00:: glow%2:37:00::
hom_903_7 booming%5:00:00:successful:00 smash%2:35:00::
hom_906_4 plant%2:31:00:: establish%2:36:00::
hom_907_13 ear%1:20:00:: auricle%1:08:02::
hom_908_19 tear%2:38:00:: blast%2:33:01::
hom_910_8 drone%1:05:00:: drone%1:05:00::
hom_911_15 garnishee%2:40:00:: trim%2:36:00::
hom_912_9 express%2:32:03:: express%1:06:00::
hom_914_7 rare%5:00:00:raw:00 rare%5:00:00:raw:00
hom_915_16 observant%5:00:00:perceptive:00 observant%5:00:00:perceptive:00
hom_916_8 prime%2:35:00:: ground%2:35:02::
hom_917_15 open_fire%2:33:00:: fire%2:30:02::
hom_918_17 dry%2:30:00:: dry%5:00:00:unstimulating:00
hom_920_11 explosion%1:11:00:: effusion%1:10:00::
hom_923_6 publish%2:32:00:: issue%1:10:00::
hom_924_10 write_out%2:32:00:: mown%3:00:00::
hom_925_10 dock%2:35:00:: dock%2:35:01::
hom_929_13 haywire%1:06:00:: amiss%5:00:00:malfunctioning:00
hom_934_10 spirit%2:30:00:: liveliness%1:07:00::
hom_937_22 complicated%5:00:00:complex:00 complicated%5:00:00:complex:00
hom_938_8 cleave%2:35:00:: burst%2:30:00::
hom_939_6 space%2:38:00:: space%1:10:00::
hom_940_22 testis%1:08:00:: musket_ball%1:06:00::
hom_941_28 change%2:30:00:: switch%2:30:02::
hom_942_10 stroke%2:35:00:: accident%1:11:00::
hom_943_9 leaf%2:29:00:: flick%2:39:10::
hom_945_14 stack%2:35:06:: bosomy%5:00:00:shapely:00
hom_946_12 drive%2:38:09:: driving%5:00:00:dynamic:00
hom_949_17 tap%2:39:01:: knock%1:11:00::
hom_954_13 line%1:14:03:: course%1:14:00::
hom_956_8 leap%1:04:00:: jump%2:38:01::
hom_958_15 toast%2:34:00:: goner%1:18:00::
hom_959_15 frank%2:32:00:: frank%1:13:00::
hom_960_13 whirl%2:38:02:: spin%2:38:01::
hom_962_16 operate%2:41:00:: manoeuver%2:33:00::
hom_964_13 lead%2:38:01:: conduct%2:36:00::
hom_968_1 leap%2:30:00:: startle%2:38:00::
hom_969_14 fudge%2:41:00:: cook%2:30:03::
hom_970_8 run_down%2:40:00:: consume%2:34:01::
hom_971_6 sign%2:35:02:: signboard%1:06:00::
hom_972_8 trail%2:38:01:: trail%2:35:03::
hom_973_7 beady%5:00:00:adorned:00 beady%5:00:00:bright:00
hom_974_8 downhill%4:02:00:: downhill%4:02:00::
hom_976_13 rend%2:35:00:: pull%1:04:00::
hom_977_11 stand%2:42:00:: resist%2:33:01::
hom_979_18 lousy%5:00:00:dirty:01 icky%5:00:00:bad:00
hom_981_13 stun%2:39:00:: stun%2:30:00::
hom_984_21 lock_in%2:35:00:: lock%2:36:04::
hom_985_11 sign_of_the_zodiac%1:15:00:: gestural%5:00:02:communicative:00
hom_987_10 calf%1:05:01:: calf%1:27:00::
hom_990_11 plant%2:31:00:: plant%2:35:00::
hom_992_21 poacher%1:05:00:: poacher%1:05:00::
hom_993_19 reservation%1:09:01:: booking%1:04:00::
hom_994_11 stave%2:30:00:: staff%1:10:00::
hom_995_17 calf%1:05:01:: calf%1:27:00::
hom_996_16 throw%2:36:00:: hurl%2:32:00::
hom_998_19 pull_the_leg_of%2:32:00:: kid%2:32:00::
hom_1002_11 period%1:10:00:: steer%2:38:00::
hom_1004_12 stalk%1:04:01:: haunt%2:38:00::
hom_1006_11 staff%1:14:00:: faculty%1:09:00::
hom_1007_15 search%2:39:00:: attend%2:41:12::
hom_1008_8 smasher%1:18:00:: knockout%1:04:00::
hom_1010_9 reflective%5:00:00:intellectual:00 brooding%5:00:00:thoughtful:00
hom_1013_5 wiretap%2:39:00:: exploit%2:34:01::
hom_1015_13 tune%1:10:00:: puree%2:35:00::
hom_1016_18 sentence%2:32:00:: prison_term%1:28:00::
hom_1017_15 picket%2:35:00:: lookout%1:18:00::
hom_1018_7 turn%2:38:14:: go%1:28:00::
hom_1020_7 absorb%2:35:00:: absorb%2:31:03::
hom_1024_12 joining%1:04:00:: joining%1:04:00::
hom_1025_8 try%2:30:00:: render%2:35:00::
hom_1028_20 take%2:38:05:: brand%1:09:00::
hom_1030_8 state_of_matter%1:26:00:: state%1:15:01::
hom_1031_11 circulation%1:23:00:: circulation%1:23:00::
hom_1032_11 stern%1:06:00:: buttocks%1:08:00::
hom_1034_16 dark%3:00:01:: darkness%1:15:00::
hom_1035_11 hum%2:42:00:: hum%2:42:00::
hom_1036_13 project%2:31:00:: project%2:35:00::
hom_1037_7 bull%1:18:00:: hook%2:40:01::
hom_1039_9 open_fire%2:33:00:: burn%2:30:02::
hom_1040_8 train%2:31:01:: break%2:30:01::
hom_1042_7 enlightening%3:00:00:: light%2:30:00::
hom_1043_10 rejoinder%1:10:00:: antagonistic%5:00:00:negative:02
hom_1044_12 strike%2:31:00:: smitten%5:00:00:affected:00
hom_1045_12 net%2:35:00:: net%2:40:01::
hom_1049_7 legend%1:10:01:: caption%1:10:00::
hom_1050_8 sleep_together%2:35:00:: love%2:37:02::
hom_1052_18 crop%1:20:01:: crop%2:35:10::
hom_1053_2 occur%2:31:00:: hail%2:42:00::
hom_1054_4 turf%2:35:00:: turf%2:35:00::
hom_1056_43 look%2:32:00:: search%2:39:00::
hom_1057_9 ache%2:37:06:: ache%2:37:06::
hom_1058_9 rescue%1:04:00:: manner_of_speaking%1:10:00::
hom_1060_15 sentence%2:32:00:: sentence%2:32:00::
hom_1061_13 spectacle%1:04:00:: spectacle%1:06:00::
hom_1062_9 withdrawal%1:04:05:: coitus_interruptus%1:04:00::
hom_1063_13 take%2:40:08:: pickings%1:04:00::
hom_1065_14 play%2:29:00:: fun%1:10:00::
hom_1066_15 unwrap%2:32:00:: bankrupt%2:40:00::
hom_1067_16 serve%2:41:02:: serve%2:34:00::
hom_1071_18 standard%1:06:01:: standard%1:06:01::
hom_1072_17 tempered%3:00:02:: temper%2:30:02::
hom_1073_17 volume%1:07:02:: bulk%1:07:00::
hom_1074_12 pilfer%2:40:00:: addict%2:34:00::
hom_1078_8 monumental%5:00:00:significant:00 massive%5:00:00:large:00
hom_1079_13 grain%1:20:00:: grain%1:13:00::
hom_1082_12 core%2:35:00:: effect%1:10:00::
hom_1084_12 space%2:38:00:: space%1:03:00::
hom_1085_10 fly%2:35:01:: flight%1:04:00::
hom_1086_7 arrange%2:31:00:: place%2:31:13::
hom_1090_18 ramp%2:42:00:: fury%1:12:00::
hom_1091_1 respect%2:41:00:: honor%2:40:00::
hom_1092_12 kernel%1:09:00:: heart%1:09:00::
hom_1093_12 circulation%1:04:00:: circulation%1:04:00::
hom_1100_13 snag%2:35:01:: hang-up%1:09:01::
hom_1101_21 bloomer%1:20:00:: bloomer%1:20:00::
hom_1102_13 mole%1:05:00:: mole%1:07:00::
hom_1103_8 walk%2:38:05:: walk%2:38:02::
hom_1107_22 stand-in%1:18:00:: relief%1:04:02::
hom_1109_4 rub%2:39:00:: itch%2:37:00::
hom_1111_3 neglect%2:31:00:: miss%2:42:00::
hom_1114_5 foundation%1:09:01:: basis%1:09:00::
hom_1116_16 pit%1:17:00:: cavity%1:22:00::
hom_1117_7 dead%5:00:00:inactive:03 absolutely%4:02:00::
hom_1119_44 senesce%2:30:00:: ripe%3:00:00::
hom_1122_14 hive%2:38:00:: hive%2:35:00::
hom_1123_18 unvoiced%3:00:00:: arduous%5:00:00:effortful:00
hom_1124_10 symmetry%1:07:00:: proportion%1:07:01::
hom_1126_6 calf%1:05:01:: calf%1:27:00::
hom_1130_14 drill%2:31:03:: drill%2:31:03::
hom_1132_12 beginning%1:15:00:: ancestor%1:18:00::
hom_1133_10 stream%1:14:00:: current%1:11:00::
hom_1135_12 pool%2:33:00:: pond%1:17:00::
hom_1136_16 concentration%1:04:02:: concentration%1:07:03::
hom_1139_14 explicate%2:32:01:: explicate%2:32:01::
hom_1140_25 fault%1:17:00:: defect%1:26:00::
hom_1143_2 tear%2:38:00:: commit%2:40:02::
hom_1144_26 table%2:36:00:: mesa%1:17:00::
hom_1147_10 draw%2:36:00:: hook%1:04:02::
hom_1148_18 ice-cream_soda%1:13:00:: ice-cream_soda%1:13:00::
hom_1151_20 sum%1:06:00:: aggregate%5:00:01:collective:00
hom_1153_10 surround%2:35:00:: gang%1:14:01::
hom_1154_5 device%1:06:01:: device%1:06:02::
hom_1155_10 evolve%2:30:00:: evolve%2:36:00::
hom_1156_8 reception%1:04:03:: reception%1:04:00::
hom_1158_9 lay%2:40:00:: lay%2:35:02::
hom_1160_16 elimination%1:04:01:: elimination%1:04:02::
hom_1161_13 reservation%1:09:01:: booking%1:04:00::
hom_1162_8 log%2:35:00:: lumber%1:27:00::
hom_1164_24 pan%2:32:00:: pan%2:32:00::
hom_1165_9 downhill%4:02:00:: downhill%4:02:00::
hom_1166_4 nursing%1:04:01:: nurse%2:41:03::
hom_1168_14 pull_the_leg_of%2:32:00:: kid%2:32:00::
hom_1171_21 battering%1:04:00:: clobber%2:35:01::
hom_1172_3 salivate%2:37:00:: drivel%2:29:00::
hom_1173_8 form%1:14:02:: strain%1:04:02::
hom_1174_9 hunger%1:07:00:: crave%2:34:00::
hom_1175_13 tune%2:30:00:: tune%2:30:01::
hom_1179_7 scale%2:30:01:: scale%2:35:00::
hom_1181_19 raid%2:41:00:: tear%2:35:00::
hom_1182_18 fit%2:30:02:: suit%2:42:05::
hom_1184_18 boot%2:29:00:: kick%1:04:00::
hom_1185_8 recuperate%2:29:00:: recover%2:40:00::
hom_1186_14 hit%1:04:02:: hit%1:04:00::
hom_1190_11 rich%5:00:00:unwholesome:00 full-bodied%5:00:00:tasty:00
hom_1191_15 bar%2:35:01:: banish%2:41:00::
hom_1192_9 entrance%2:29:00:: beguiled%5:00:00:enchanted:00
hom_1194_16 directly%4:02:01:: uncoiled%3:00:00::
hom_1195_13 world%1:09:00:: world%1:05:00::
hom_1198_10 keep%2:42:00:: hold%2:35:02::
hom_1200_7 bankroll%1:21:00:: roll%2:38:09::
hom_1201_6 wave%2:29:00:: roll%2:38:10::
hom_1209_18 target%2:33:00:: target%1:10:00::
hom_1211_5 loaded%5:00:00:prejudiced:00 load%2:35:02::
hom_1213_18 immerse%2:35:01:: swallow%1:04:00::
hom_1214_9 pick%1:04:01:: pick%1:06:03::
hom_1215_14 while%1:28:00:: plot%1:15:00::
hom_1217_9 shelve%2:35:10:: postpone%2:42:00::
hom_1219_13 wimp%1:18:00:: chicken%1:05:01::
hom_1224_17 spin%2:38:01:: whirl%2:38:02::
hom_1225_21 grass%1:20:00:: pot%1:06:03::
hom_1227_6 take%2:40:08:: drive%2:38:11::
hom_1229_12 still%4:02:01:: hush%2:30:01::
hom_1232_16 driving%5:00:00:dynamic:00 repel%2:35:00::
hom_1234_12 run%1:23:00:: run%2:42:04::
hom_1236_14 penetrate%2:31:00:: fathom%2:30:00::
hom_1238_5 sweat%2:29:00:: perspiration%1:08:00::
hom_1239_12 union%1:14:03:: sum%1:14:00::
hom_1241_4 shunt%1:06:01:: shunt%1:06:01::
hom_1245_4 remain%2:42:05:: cadaver%1:08:00::
hom_1246_7 vegetate%2:29:01:: vegetate%2:29:01::
hom_1247_8 refine%2:30:02:: refined%3:00:02::
hom_1248_13 manila%1:27:00:: manila%1:27:00::
hom_1249_8 casting%1:04:02:: draw%2:33:01::
hom_1251_18 turn%2:38:14:: flex%2:35:02::
hom_1257_11 engage%2:41:12:: lease%2:40:00::
hom_1260_27 cinch%1:06:00:: cinch%2:35:00::
hom_1262_11 sift%2:35:00:: filter%2:35:00::
hom_1267_16 steering%1:04:00:: direction%1:10:02::
hom_1268_10 milk%2:34:00:: milk%2:34:00::
hom_1269_11 underworld%1:14:00:: hell%1:09:02::
hom_1270_9 wrap%2:35:03:: captive%5:00:00:attentive:00
hom_1271_11 relegate%2:31:02:: relegate%2:31:02::
hom_1274_12 make%2:30:02:: stool%2:29:00::
hom_1275_20 groove%1:25:00:: channel%1:06:02::
hom_1276_7 group%2:33:00:: group%1:03:00::
hom_1277_6 take%2:40:08:: drive%2:38:11::
hom_1278_16 pit%1:17:00:: pit%1:17:00::
hom_1279_18 heated%5:00:00:hot:01 inflame%2:37:00::
hom_1281_7 draw%2:37:01:: drawing%1:04:01::
hom_1282_9 unstrung%5:00:00:discomposed:00 unstrung%5:00:00:discomposed:00
hom_1283_15 cold%1:09:00:: cold%5:00:00:unloving:00
hom_1284_6 yank%2:35:00:: jerk%1:04:00::
hom_1287_16 combination%1:14:02:: combination%1:14:02::
hom_1291_6 rave%1:10:00:: rant%2:32:00::
hom_1294_13 heated%5:00:00:hot:02 heated%5:00:00:hot:01
hom_1295_8 break%2:35:00:: break%2:35:01::
hom_1296_12 highlight%2:29:00:: foreground%2:30:00::
hom_1298_3 seethe%2:37:00:: seethe%2:37:00::
hom_1301_13 shock%1:04:01:: impact%1:19:00::
hom_1302_14 stick%2:35:03:: stay%2:38:00::
hom_1304_11 perpetration%1:04:00:: commission%1:10:01::
hom_1305_8 interest%1:07:02:: interest%1:21:03::
hom_1308_8 change%1:06:01:: change%1:11:00::
hom_1309_25 fly%1:06:02:: fly%2:38:00::
hom_1310_8 skeleton%1:06:00:: skeletal_system%1:08:00::
hom_1311_10 rock%2:38:06:: rock%2:38:00::
hom_1312_6 right%4:02:09:: flop%1:18:00::
hom_1314_14 unwrap%2:32:00:: breakage%1:04:00::
hom_1315_7 recognition%1:10:00:: citation%1:10:01::
hom_1317_15 develop%2:33:03:: develop%2:35:04::
hom_1320_7 file%2:32:00:: charge%2:32:00::
hom_1323_9 sagacity%1:09:00:: judgment%1:07:00::
hom_1326_16 intestine%1:08:00:: gut%2:35:00::
hom_1327_18 run%2:42:00:: lead%1:06:02::
hom_1329_8 saving%5:00:00:thrifty:00 keep_open%2:40:00::
hom_1331_17 ring%2:35:00:: ring%2:35:00::
hom_1332_18 joining%1:04:00:: connection%1:26:00::
hom_1334_10 impressed%5:00:00:affected:00 print%2:36:00::
hom_1336_9 react%2:30:00:: react%2:41:00::
hom_1339_17 set%2:32:01:: scratch%1:07:00::
hom_1340_7 tie%2:33:00:: string%2:35:02::
hom_1342_12 recourse%1:04:00:: haunt%1:15:00::
hom_1343_12 cram%2:31:00:: jam%2:35:00::
hom_1344_10 press_out%2:35:09:: carry%2:32:02::
hom_1345_16 joining%1:04:00:: connection%1:04:01::
hom_1348_13 lie%2:35:00:: lie_down%2:38:00::
hom_1349_12 indicate%2:32:03:: point%2:32:11::
hom_1351_10 undertaking%1:04:01:: undertaking%1:04:01::
hom_1352_7 bore%2:35:00:: drilling%1:04:01::
hom_1355_4 hot%5:00:00:active:01 hot%5:00:00:tasty:00
hom_1356_15 student%1:18:00:: schoolchild%1:18:00::
hom_1357_9 axe%2:35:00:: ax%2:30:00::
hom_1358_9 run%2:42:00:: scat%2:38:00::
hom_1359_26 serf%1:18:00:: serf%1:18:00::
hom_1363_10 dribble%1:04:00:: dribble%2:35:00::
hom_1366_12 touch%2:37:00:: stir%1:26:01::
hom_1367_16 world_wide_web%1:06:00:: web%2:36:00::
hom_1368_13 comfortable%5:00:00:rich:00 comfortable%3:00:00::
hom_1369_2 smash%2:35:00:: nail_down%2:41:00::
hom_1372_10 test%2:41:00:: judge%2:41:09::
hom_1373_9 ridicule%2:32:00:: rib%2:36:00::
hom_1374_14 honkytonk%1:06:00:: dive%1:04:01::
hom_1377_12 roll%2:38:09:: stray%2:38:00::
hom_1379_8 sustain%2:34:00:: keep_open%2:40:00::
hom_1381_14 shot%1:04:04:: injection%1:04:01::
hom_1382_12 lie_down%2:38:00:: lying%1:04:00::
hom_1383_15 rattle%2:38:00:: flustered%5:00:00:discomposed:00
hom_1384_12 brush%1:04:04:: brush%1:04:02::
hom_1389_8 astronomic%5:00:00:large:00 astronomic%3:01:00::
hom_1391_7 culture%2:30:00:: civilized%5:00:00:refined:01
hom_1393_9 chime%2:39:00:: chime%2:39:00::
hom_1394_8 break%2:29:11:: fracture%2:29:00::
hom_1395_12 scale%2:30:01:: plate%1:06:01::
hom_1396_10 tune%1:10:00:: song%1:04:00::
hom_1397_6 outstanding%5:00:00:conspicuous:00 contact%1:11:00::
hom_1400_19 strike%2:35:00:: strike%2:33:00::
hom_1401_13 cabinet%1:06:01:: comfort%2:37:01::
hom_1403_10 visualize%2:36:00:: number%1:07:00::
hom_1404_15 roll%2:38:10:: flap%1:06:01::
hom_1407_4 run%2:42:06:: discharge%1:11:01::
hom_1408_13 sentence%2:32:00:: conviction%1:04:00::
hom_1410_9 taste%2:31:05:: taste%1:09:01::
hom_1412_19 gravitate%2:38:00:: gravitate%2:38:00::
hom_1414_16 reproduce%2:29:00:: multiply%2:30:00::
hom_1416_20 fall%2:42:03:: fall%2:40:13::
hom_1417_10 sake%1:07:00:: interest%1:21:03::
hom_1419_10 brush%2:35:01:: brush%1:04:03::
hom_1421_13 express%2:32:03:: state%1:15:01::
hom_1423_15 steer%2:38:00:: guide%2:41:00::
hom_1424_20 push%2:40:00:: push_button%1:06:00::
hom_1426_8 loop_topology%1:09:00:: loop%2:36:00::
hom_1428_8 punch%2:35:01:: punch%1:06:00::
hom_1429_26 unmarried%3:00:00:: one%1:23:00::
hom_1431_10 fall%2:30:12:: hang%2:35:02::
hom_1432_10 drawing_card%1:18:00:: attraction%1:07:00::
hom_1433_10 standard%1:10:00:: measure%1:10:00::
hom_1435_17 gain%2:33:00:: boost%2:30:00::
hom_1436_9 shuffle%2:38:01:: shuffle%1:04:00::
hom_1437_15 drive%2:38:09:: drive%2:42:00::
hom_1439_11 tied%5:00:00:equal:00 floor%1:06:01::
hom_1441_9 hiding%1:26:00:: hide%2:39:01::
hom_1442_14 harp%2:36:00:: harmonica%1:06:00::
hom_1449_20 manage%2:41:00:: consider%2:31:01::
hom_1450_9 drop%2:35:00:: dispatch%2:41:00::
hom_1452_15 depth%1:07:02:: depth%1:07:00::
hom_1453_3 overboard%4:02:00:: overboard%4:02:00::
hom_1458_1 postage%1:10:00:: seal%1:06:00::
hom_1462_18 scoop%1:25:00:: scoop%1:25:00::
hom_1463_17 concrete%2:30:00:: concrete%2:30:00::
hom_1465_17 fogged%5:00:00:opaque:00 brumous%5:00:00:cloudy:00
hom_1466_23 cast%2:36:00:: vomit%2:29:00::
hom_1469_4 go_steady%2:41:00:: go_steady%2:41:00::
hom_1470_5 tiptoe%2:38:00:: tip%2:40:00::
hom_1471_11 pen_up%2:35:00:: fold%2:30:10::
hom_1477_15 interchange%2:30:00:: tack%1:04:01::
hom_1479_22 plot%2:36:03:: plot%1:09:00::
hom_1483_12 pout%2:29:00:: wipe_up%2:35:00::
hom_1485_15 time%1:11:01:: time%1:11:00::
hom_1486_5 candid%5:00:00:ingenuous:00 candid%5:00:00:ingenuous:00
hom_1488_18 lead%1:09:00:: leave%2:42:00::
hom_1492_14 operate%2:41:00:: tend%2:42:01::
hom_1495_23 develop%2:35:04:: grow%2:29:00::
hom_1496_16 shape%1:03:00:: determine%2:31:02::
hom_1497_12 return%2:32:02:: refund%2:40:00::
hom_1499_9 still%4:02:01:: distillery%1:06:00::
hom_1501_12 animated%5:00:00:moving:03 animize%2:30:00::
hom_1502_7 windowpane%1:06:00:: window%1:06:03::
hom_1503_4 tie%2:33:00:: guide%2:35:00::
hom_1504_10 serve%2:42:03:: function%2:35:00::
hom_1505_22 party%2:41:00:: party%1:14:02::
hom_1507_15 limp%2:38:00:: hitch%1:04:00::
hom_1508_15 put%2:34:00:: invest%2:40:00::
hom_1509_7 wrap%2:35:03:: cloaked%5:00:00:covered:00
hom_1510_7 rocky%5:00:00:difficult:00 grating%5:00:00:cacophonous:00
hom_1513_6 standard_atmosphere%1:23:00:: atmosphere%1:15:00::
hom_1514_5 deep%3:00:01:: trench%1:17:00::
hom_1516_14 travel%2:38:00:: move%2:38:01::
hom_1517_14 nick%2:35:00:: check%1:07:00::
hom_1518_18 fill%2:30:02:: woof%1:06:00::
hom_1519_10 touch%2:35:00:: reach%2:42:00::
hom_1520_7 cinch%1:04:01:: breeze%1:19:00::
hom_1521_9 suspend%2:41:00:: freeze%2:30:01::
hom_1523_14 key%1:10:01:: key%1:15:00::
hom_1527_18 gather%2:35:00:: roll_up%2:40:03::
hom_1532_14 rich_people%1:14:00:: fat%5:00:00:fruitful:00
hom_1534_17 pump%2:32:00:: pump%2:35:00::
hom_1535_10 flawlessly%4:02:00:: flawlessly%4:02:00::
hom_1537_9 odds%1:24:00:: odds%1:24:00::
hom_1538_6 umbrella%5:00:00:comprehensive:00 umbrella%5:00:00:comprehensive:00
hom_1539_10 staccato%3:00:00:: unplug%2:35:00::
hom_1540_15 unwrap%2:32:00:: bring_out%2:39:00::
hom_1541_12 partial_derivative%1:09:00:: overtone%1:09:00::
hom_1542_9 turn%2:40:13:: plow%2:36:00::
hom_1543_14 performance%1:04:00:: execution%1:04:00::
hom_1545_17 clean%2:30:01:: pluck%2:35:02::
hom_1547_10 die%2:30:00:: exhale%2:29:00::
hom_1549_14 strike%1:04:05:: strike%1:04:00::
hom_1553_11 scratch%2:35:04:: abrasion%1:26:00::
hom_1555_11 transgress%2:41:00:: break_in%2:30:00::
hom_1556_7 thwart%2:41:00:: foil%2:35:00::
hom_1557_6 storm%2:33:00:: storm%2:35:00::
hom_1558_9 accident%1:11:00:: stroke%2:32:00::
hom_1559_10 count%2:31:02:: count%1:04:00::
hom_1560_7 high%4:02:02:: high%1:15:00::
hom_1561_16 column%1:10:01:: column%1:08:00::
hom_1563_12 temple%1:06:01:: temple%1:08:00::
hom_1564_14 shock%2:37:01:: floor%1:06:00::
hom_1565_9 unstrung%5:00:00:discomposed:00 unstrung%5:00:00:discomposed:00
hom_1567_13 stride%2:38:03:: pace%1:04:00::
hom_1569_9 fork%1:06:00:: fork%1:25:00::
hom_1570_11 recuperate%2:29:00:: cured%5:00:00:well:01
hom_1573_6 dry%5:00:00:humorous:00 dry%5:00:00:sober:01
hom_1574_15 scratch%2:35:04:: grave%1:06:00::
hom_1578_10 dark%1:26:00:: black%5:00:00:evil:00
hom_1579_16 get%2:32:03:: get%2:30:02::
hom_1585_13 reason%1:16:00:: establish%2:31:03::
hom_1587_9 weed%2:30:00:: weed%2:30:00::
hom_1588_16 cut%2:36:01:: ignore%2:32:02::
hom_1589_13 run%2:30:04:: ravel%2:35:01::
hom_1590_20 charge%2:32:12:: care%1:04:02::
hom_1591_7 faint%5:00:02:indistinct:00 faint%5:00:02:indistinct:00
hom_1592_11 close_up%2:41:00:: pen_up%2:35:00::
hom_1593_4 stern%1:06:00:: stern%1:06:00::
hom_1596_10 total%2:32:00:: add%2:32:01::
hom_1602_20 short-circuit%2:36:00:: shortstop%1:04:00::
hom_1605_15 sleep_together%2:35:00:: screw%2:35:01::
hom_1607_10 incidental%5:00:00:inessential:00 accidental%5:00:00:unintended:00
hom_1608_11 range%1:17:00:: chain%1:06:01::
hom_1609_16 stiffly%4:02:00:: cadaver%1:08:00::
hom_1610_11 coaster%1:06:00:: coaster%1:18:00::
hom_1614_12 premise%2:32:00:: precede%2:32:03::
hom_1615_7 gain%2:40:00:: make%2:30:00::
hom_1616_7 roll%2:38:09:: ramble_on%2:42:00::
hom_1618_13 vision%1:11:00:: sight%1:09:00::
hom_1620_11 still%4:02:01:: distillery%1:06:00::
hom_1622_7 swagger%2:29:00:: swagger%2:29:00::
hom_1624_9 disjoin%2:35:00:: disassociate%2:41:00::
hom_1625_14 makeup%1:11:00:: constitution%1:07:00::
hom_1627_10 unblock%2:30:00:: acquittance%1:10:00::
hom_1628_10 stop%2:38:01:: catch%1:06:02::
hom_1632_15 suffocate%2:30:03:: choke%2:29:04::
hom_1635_11 point%2:32:11:: detail%1:09:00::
hom_1636_11 helicopter%1:06:00:: chop%1:04:01::
hom_1637_15 sneak%2:38:00:: shiner%1:26:00::
hom_1638_12 move%2:38:01:: move%2:38:02::
hom_1642_6 listening%1:04:00:: earshot%1:15:00::
hom_1645_11 play%1:04:00:: caper%2:38:00::
hom_1646_7 latitude%1:07:02:: latitude%1:07:02::
hom_1647_10 circulation%1:04:00:: circulation%1:04:00::
hom_1648_11 luminosity%1:07:00:: sparkle%1:07:01::
hom_1650_6 labor%2:41:00:: grind%1:04:00::
hom_1651_22 phase%1:07:00:: phase%1:28:00::
hom_1652_8 wallpaper%2:35:00:: composition%1:10:00::
hom_1653_13 unhorse%2:38:00:: light%1:26:01::
hom_1655_6 tablet%1:06:01:: tablet%1:06:02::
hom_1657_9 level%1:09:00:: layer%1:06:00::
hom_1658_10 spoiled%5:00:00:ill-natured:00 pamper%2:41:00::
hom_1661_12 recoil%1:11:01:: kick%1:04:00::
hom_1663_8 relax%2:29:00:: relax%2:29:01::
hom_1666_5 part%1:08:01:: separate%2:35:00::
hom_1670_10 interest%1:07:02:: interest%1:21:03::
hom_1671_10 attach%2:35:01:: attach%2:35:00::
hom_1675_10 rotation%1:11:00:: rotation%1:11:00::
hom_1676_12 chime%2:39:00:: chime%2:39:00::
hom_1677_13 behind%4:02:01:: behind%4:02:04::
hom_1678_1 tick%2:39:01:: outwit%2:33:00::
hom_1680_9 kernel%1:09:00:: heart%1:08:00::
hom_1682_14 light%1:10:00:: light%1:26:01::
hom_1685_10 trip%2:36:00:: sparkle%1:07:01::
hom_1686_7 charge%2:33:01:: tear%2:38:00::
hom_1687_13 work%2:41:01:: knead%2:35:00::
hom_1689_7 vision%1:11:00:: sight%1:09:00::
hom_1690_4 reek%2:29:00:: fume%2:43:00::
hom_1691_15 proof%2:36:00:: proof%2:36:00::
hom_1692_11 backhanded%5:00:00:indirect:02 backhand%3:00:00::
hom_1694_12 waste%2:40:00:: suck%2:42:00::
hom_1697_26 touch%2:35:01:: reach%2:32:00::
hom_1698_17 hell%1:11:00:: hell%1:04:00::
hom_1700_16 tired%3:00:00:: banal%5:00:01:unoriginal:00
hom_1701_7 notice%2:39:00:: note%1:10:04::
hom_1702_5 inadequate%5:00:00:insufficient:00 light%5:00:00:insufficient:00
hom_1703_13 infuriate%2:37:00:: cense%2:39:00::
hom_1704_15 point%1:06:02:: point%1:25:00::
hom_1707_13 tie%2:33:00:: necktie%1:06:00::
