het_1_14 allege%2:32:00:: alleged%5:00:00:declared:00
het_875_5 beagle%1:05:00:: eagle%1:23:00::
het_877_12 launch%2:35:04:: haunch%1:08:01::
het_881_5 wait%1:28:00:: waist%1:08:00::
het_882_10 deer%1:05:00:: beer%1:13:00::
het_883_19 coin%1:21:02:: loin%1:05:00::
het_885_12 oder%1:17:00:: odor%1:09:00::
het_886_8 patient%1:18:00:: patient%3:00:00::
het_887_9 assenter%1:18:00:: assent%2:32:00::
het_888_10 tooth%1:08:00:: booth%1:06:00::
het_889_8 cleanly%5:00:00:clean:01 clearly%4:02:03::
het_890_9 boo%1:10:00:: coo%1:11:00::
het_893_13 tellingly%4:02:00:: telling%1:10:01::
het_895_14 posture%1:07:00:: pasture%1:15:00::
het_900_19 iwo%1:04:00:: two%1:23:00::
het_901_17 ai%1:14:00:: pi%1:06:00::
het_902_5 sheatfish%1:05:00:: shellfish%1:05:01::
het_903_19 holey%5:00:00:leaky:00 haley%1:18:00::
het_905_21 minster%1:06:00:: minstrel%1:18:01::
het_907_8 morel%1:20:00:: model%1:18:02::
het_908_8 fabrication%1:04:00:: abdication%1:10:00::
het_909_9 bole%1:20:00:: role%1:04:00::
het_911_14 yaw%2:42:00:: caw%1:11:00::
het_913_11 graph%2:36:01:: grape%1:06:00::
het_914_7 payer%1:18:00:: prayer%1:10:01::
het_915_13 beet%1:20:00:: foot%1:06:00::
het_922_6 piously%4:02:01:: pious%3:00:00::
het_923_13 wildly%4:02:00:: mildly%4:02:00::
het_924_6 choral%3:01:01:: coral%1:05:00::
het_926_14 caustically%4:02:00:: acoustically%4:02:00::
het_929_5 batch%1:23:00:: catch_up%2:38:00::
het_930_7 beet%1:20:00:: beat%2:42:00::
het_933_5 lichen%1:20:00:: lichee%1:13:00::
het_934_8 puckishly%4:02:00:: puckish%5:00:00:playful:00
het_935_14 nightly%5:00:00:periodic:00 lightly%4:02:01::
het_937_8 indentured%5:00:00:unfree:00 indenture%1:25:00::
het_940_10 figment%1:09:00:: pigment%1:27:00::
het_943_16 dye%1:27:00:: bye%1:10:01::
het_944_30 heard%5:00:00:detected:00 beard%1:08:00::
het_945_7 0%1:23:00:: cd%1:06:00::
het_948_9 right%1:07:00:: bight%1:25:01::
het_949_22 maize%1:20:00:: baize%1:06:00::
het_950_8 lye%1:27:00:: eyes%1:09:00::
het_951_1 pray%2:32:00:: bray%2:30:00::
het_952_17 quavering%5:00:00:unsteady:00 quaveringly%4:02:00::
het_953_9 peeling%1:19:00:: feelings%1:12:00::
het_954_9 ionic%1:10:00:: ironic%5:00:00:humorous:00
het_955_20 times%1:28:01:: mime%1:18:00::
het_956_4 dye%1:27:00:: bye%1:10:01::
het_958_28 gneiss%1:27:00:: guess%2:32:00::
het_964_7 waist%1:08:00:: wait%1:28:00::
het_969_9 duel%1:04:00:: be_due%2:42:00::
het_971_20 cursory%5:00:00:careless:00 cursor%1:06:00::
het_973_16 horse%1:05:00:: corse%1:15:00::
het_974_19 dea%1:14:00:: sea%1:17:00::
het_977_10 feat%1:04:00:: beat_in%2:31:00::
het_978_17 basically%4:02:00:: rascally%5:00:00:playful:00
het_980_11 phony%1:18:00:: peony%1:20:00::
het_981_9 apparency%1:07:00:: apparently%4:02:00::
het_982_15 copse%1:14:00:: cope%1:06:00::
het_983_9 seem%2:39:00:: seem%2:39:02::
het_984_12 bill%1:10:04:: fill%2:30:01::
het_985_10 cords%1:06:04:: corps%1:14:00::
het_986_14 billed%5:00:00:beaked:00 billet%1:04:00::
het_987_15 clove%1:13:01:: clove%1:20:02::
het_991_12 foul%1:04:01:: afoul%5:00:00:tangled:00
het_992_10 batty%5:00:00:insane:00 butty%1:13:00::
het_993_24 wit%1:10:00:: a_bit%4:02:00::
het_997_10 phlegmatical%5:00:00:unemotional:00 phlegmatically%4:02:00::
het_998_11 bairn%1:18:00:: barn%1:06:00::
het_1001_17 punishment%1:04:00:: banishment%1:04:00::
het_1002_14 weakly%5:00:00:frail:00 weekly%1:10:00::
het_1004_7 porpoise%1:05:00:: on_purpose%4:02:00::
het_1005_19 ladle%1:06:00:: lade%2:35:02::
het_1006_13 relatively%4:02:00:: relative%1:18:00::
het_1008_14 illuminating%3:00:00:: illumination%1:06:00::
het_1012_22 ascent%1:11:00:: accent%1:10:03::
het_1014_16 back_up%2:41:00:: backup_man%1:18:00::
het_1016_15 medal%1:10:00:: pedal%1:06:00::
het_1017_13 swiftly%4:02:00:: swift%1:05:00::
het_1018_74 jynx%1:05:00:: lynx%1:05:00::
het_1019_12 checkered%5:00:00:changeable:00 checker%1:06:00::
het_1020_12 boffin%1:18:00:: coffin%1:06:00::
het_1021_14 ruefully%4:02:00:: rueful%5:00:00:penitent:00
het_1022_13 forth%1:17:00:: firth%1:18:00::
het_1024_9 notably%4:02:00:: notable%1:18:00::
het_1026_10 chord%1:10:00:: chord%1:25:00::
het_1027_10 coupe%1:06:00:: cope%1:06:00::
het_1028_14 ace%1:23:00:: ace%1:06:00::
het_1029_9 spatial%3:01:00:: spacial%3:01:00::
het_1030_10 cheer%1:07:00:: sheer%2:38:00::
het_1031_14 allow%2:32:00:: alloyed%5:00:00:blended:00
het_1032_12 guesser%1:18:00:: guess%2:31:01::
het_1033_17 assam%1:15:00:: assay%1:04:00::
het_1034_7 blandly%4:02:00:: blankly%4:02:00::
het_1035_11 liquidation%1:04:00:: liquidator%1:18:01::
het_1036_22 bee%1:05:00:: be%2:42:03::
het_1037_11 fluently%4:02:00:: fluency%1:10:00::
het_1043_45 hard_sell%1:04:00:: bell%1:06:00::
het_1045_17 electorate%1:14:00:: expectorate%2:30:03::
het_1046_11 aloud%4:02:01:: cloud%1:17:00::
het_1048_9 storey%1:06:00:: store%1:06:00::
het_1049_6 rote%1:09:00:: write%2:36:00::
het_1052_12 gatt%1:14:00:: watt%1:23:00::
het_1053_15 afl%1:14:00:: awl%1:06:00::
het_1054_17 meal%1:13:00:: metal%1:27:00::
het_1055_20 ai%1:09:00:: ai%1:14:00::
het_1056_17 fright%1:12:00:: freight%1:06:00::
het_1057_9 morel%1:20:00:: model%1:18:00::
het_1061_13 rudely%4:02:00:: crudely%4:02:00::
het_1062_9 ai%1:14:00:: pi%1:23:00::
het_1063_14 budding%1:22:00:: pudding%1:13:00::
het_1065_33 kernel%1:09:00:: kennel%1:06:00::
het_1066_22 senor%1:10:00:: tenor%1:09:01::
het_1067_19 sing%2:36:00:: singe%2:30:00::
het_1070_16 firth%1:17:00:: forth%1:17:00::
het_1071_10 aengus%1:18:00:: census%2:32:00::
het_1074_37 staph%1:05:00:: stash%1:21:00::
het_1076_8 roots%1:26:00:: soot%1:27:00::
het_1077_16 byte%1:23:00:: bite%1:13:01::
het_1078_9 irrigation%1:04:01:: irritation%1:26:00::
het_1079_9 waist%1:06:00:: waist%1:08:00::
het_1082_14 ache%1:26:00:: ache%2:39:00::
het_1084_15 cain%1:18:00:: pain%1:26:00::
het_1085_11 marx%1:18:00:: marx%1:18:04::
het_1086_9 contraction%1:04:01:: contraction%1:10:00::
het_1089_14 ruefully%4:02:00:: rueful%5:00:00:penitent:00
het_1090_9 inca%1:18:01:: inca%1:18:00::
het_1094_8 chine%1:13:00:: whine%1:10:00::
het_1095_10 coo%2:32:01:: coo%2:32:00::
het_1096_16 gran%1:18:00:: groan%1:10:00::
het_1098_13 lumbar%3:01:00:: lumber%1:27:00::
het_1099_13 bored%5:00:00:tired:00 bore%2:35:00::
het_1101_11 worship%1:04:00:: warship%1:06:00::
het_1103_36 presence%1:26:00:: pretence%1:04:00::
het_1104_23 bobbin%1:06:00:: hobbit%1:18:00::
het_1105_12 barbarous%5:00:00:inhumane:00 barbarously%4:02:00::
het_1109_5 flour%1:13:00:: floor%1:10:00::
het_1110_18 bin%1:06:00:: ban%1:10:00::
het_1112_8 phrase%2:32:00:: phrase%1:10:00::
het_1114_16 kennel%1:06:00:: kernel%1:09:00::
het_1115_10 grape%1:13:00:: graph%1:10:00::
het_1116_5 rotundly%4:02:00:: roundly%4:02:00::
het_1117_10 butte%1:17:00:: butte%1:15:00::
het_1122_13 brie%1:13:00:: aries%1:17:00::
het_1123_12 udder%1:05:00:: adder%1:18:00::
het_1126_8 interred%3:00:00:: infer%2:31:02::
het_1128_10 blake%1:18:00:: brake%1:06:00::
het_1129_5 stanza%1:10:00:: astana%1:15:00::
het_1132_8 baste%2:35:01:: paste%1:13:01::
het_1133_19 vesture%1:06:00:: gesture%1:10:00::
het_1134_15 suede%1:27:00:: swede%1:18:00::
het_1137_8 yeti%1:18:00:: yet%4:02:04::
het_1140_15 agreed%5:00:00:united:00 greed%1:07:00::
het_1141_22 sine%1:24:00:: bine%1:20:00::
het_1142_14 inorganically%4:02:02:: organically%4:02:01::
het_1143_13 flea%1:05:00:: flex%2:35:02::
het_1144_19 jester%1:18:00:: ester%1:27:00::
het_1148_14 bole%1:20:00:: sole%1:06:00::
het_1150_7 mail%1:10:01:: ail%2:29:01::
het_1152_21 dhole%1:05:00:: whole%1:03:00::
het_1155_9 day_of_reckoning%1:28:00:: reckoning%1:09:00::
het_1156_9 testily%4:02:00:: testify%2:32:02::
het_1157_13 clamor%2:32:00:: clamor%2:32:03::
het_1159_11 curiously%4:02:01:: furiously%4:02:00::
het_1160_9 summarily%4:02:00:: summary%1:10:00::
het_1168_13 raisin%1:13:00:: raising%1:04:01::
het_1173_9 aare%1:17:00:: hare%1:13:00::
het_1174_10 designedly%4:02:00:: resignedly%4:02:00::
het_1175_35 stationery%1:10:00:: stationer%1:18:00::
het_1176_11 appreciatively%4:02:00:: appreciative%5:00:00:discriminating:00
het_1177_20 chyme%1:27:00:: rhyme%2:42:00::
het_1180_14 shining%1:04:00:: whine%2:38:00::
het_1181_8 movingly%4:02:00:: lovingly%4:02:00::
het_1183_16 movingly%4:02:00:: lovingly%4:02:00::
het_1184_11 manoeuver%2:38:00:: maneuver%1:04:03::
het_1185_9 bazar%1:06:01:: bazaar%1:06:01::
het_1190_10 callously%4:02:00:: callous%2:30:00::
het_1193_15 bee%1:05:00:: be_on%2:30:00::
het_1194_15 craniate%1:05:00:: granite%1:27:00::
het_1195_17 humerus%1:08:00:: homarus%1:05:00::
het_1197_9 beast%1:03:00:: yeast%1:27:00::
het_1199_9 peace%1:26:00:: peace%1:10:00::
het_1200_15 wax%1:27:00:: ax%1:06:00::
het_1201_7 serial%1:10:01:: aerial%1:04:00::
het_1203_5 steal%2:40:00:: seal%1:05:00::
het_1204_14 allusion%1:10:00:: alluvion%1:19:00::
het_1205_18 adipose%5:00:00:fatty:00 adios%1:10:00::
het_1206_13 pean%1:10:01:: pecan%1:13:00::
het_1207_26 clause%1:10:01:: cause%1:11:00::
het_1209_14 sine%1:24:00:: bine%1:20:00::
het_1212_2 volt%1:23:00:: bolt%2:38:00::
het_1213_14 meddler%1:18:00:: meddle%2:41:00::
het_1214_15 ail%2:29:01:: wail%1:10:00::
het_1215_9 pail%1:06:00:: ail%1:13:00::
het_1216_10 chic%1:07:00:: chi%1:26:00::
het_1217_9 billings%1:15:00:: filling%1:13:00::
het_1221_11 weakly%5:00:00:frail:00 weekly%1:10:00::
het_1222_3 dint%1:04:00:: mint%1:23:00::
het_1225_9 macao%1:15:00:: macho%1:18:00::
het_1226_10 recede%2:38:01:: precede%2:32:03::
het_1227_16 baht%1:23:00:: bait%1:06:00::
het_1228_7 coax%2:32:00:: coaxer%1:18:00::
het_1229_18 crepe%1:27:02:: crepe%2:35:00::
het_1232_16 lion%1:05:00:: ilion%1:15:00::
het_1238_2 truth%1:07:01:: ruth%1:10:00::
het_1239_9 board%2:38:00:: bard%2:36:00::
het_1241_8 griever%1:18:00:: grieve%2:37:00::
het_1242_12 mundanely%4:02:01:: mundanity%1:07:00::
het_1244_15 bather%1:18:00:: father%1:18:04::
het_1248_16 cue%2:32:00:: cue%1:06:00::
het_1249_11 algorithm%1:09:00:: algorism%1:10:00::
het_1250_12 haughtily%4:02:00:: naughtily%4:02:00::
het_1254_31 splice%2:41:00:: slice%1:13:00::
het_1255_17 boar%1:05:02:: bar%1:06:00::
het_1259_17 am%1:10:00:: lam%1:04:00::
het_1260_12 templet%1:09:00:: temple%1:06:01::
het_1261_17 rein%1:06:00:: vein%1:08:00::
het_1262_5 cadet%1:18:00:: caret%1:10:00::
het_1264_3 cosign%2:41:00:: cosign%2:32:00::
het_1265_13 camas%1:20:00:: lama%1:18:00::
het_1266_10 shite%1:27:00:: suite%1:06:00::
het_1268_5 bin%1:06:00:: sin%1:04:00::
het_1271_11 brake%2:38:01:: baking%5:00:00:hot:01
het_1273_8 beech%1:20:00:: czech%1:18:00::
het_1275_10 sense_of_humor%1:07:00:: rumor%1:10:00::
het_1276_15 erse%1:10:00:: verse%1:10:02::
het_1282_11 wry%5:00:00:humorous:00 cry%2:32:01::
het_1283_16 hammering%1:04:00:: hamstring%1:08:00::
het_1285_9 busily%4:02:00:: basil%1:18:00::
het_1286_10 chic%1:07:00:: chi%1:26:00::
het_1287_9 grippe%1:26:00:: gripe%1:10:00::
het_1289_16 print%1:10:01:: print%2:36:00::
het_1290_12 rue%2:37:00:: red%1:17:00::
het_1291_13 cox%1:27:00:: box_up%2:42:00::
het_1292_15 wane%2:30:02:: wand%1:20:00::
het_1295_12 bole%1:20:00:: bole%1:27:00::
het_1296_15 glute%1:08:00:: gluten%1:13:00::
het_1297_18 han%1:14:00:: khan%1:18:00::
het_1299_12 bait%2:32:00:: bated%5:00:00:decreased:00
het_1301_12 haart%1:06:00:: heart%1:08:00::
het_1304_18 catarrh%1:26:00:: catarrhal%3:01:00::
het_1310_12 tress%1:08:00:: truss%1:06:01::
het_1311_4 knead%2:35:01:: knead%2:35:00::
het_1312_8 mender%1:18:00:: mendel%1:18:00::
het_1316_4 wheat%1:20:00:: cheat%2:41:09::
het_1317_24 isis%1:18:00:: csis%1:14:00::
het_1319_10 vapidly%4:02:00:: rapidly%4:02:00::
het_1322_11 meaty%5:00:00:meaningful:00 metier%1:07:00::
het_1327_15 offensive%3:00:01:: offensive%1:04:00::
het_1328_14 mutterer%1:18:00:: mutter%2:32:00::
het_1329_8 piquet%1:04:01:: pique%1:06:00::
het_1330_2 heir%1:18:00:: hair%1:08:00::
het_1331_16 berth%1:04:00:: barth%1:18:01::
het_1332_14 alp%1:17:00:: adp%1:27:00::
het_1335_6 reword%2:32:00:: record%1:21:00::
het_1336_9 mission%1:04:01:: fission%1:22:00::
het_1339_9 son%1:18:01:: con%1:04:00::
het_1340_8 throe%1:26:02:: throne%1:06:01::
het_1342_16 apply%2:34:00:: amply%4:02:00::
het_1345_11 fist%1:08:00:: mist%1:19:00::
het_1346_10 paddock%1:06:00:: haddock%1:13:00::
het_1347_8 cake%1:13:00:: fake%1:06:00::
het_1349_8 agnate%1:18:00:: magnate%1:18:00::
het_1353_8 lan%1:06:00:: 22%1:23:00::
het_1354_5 superfluously%4:02:00:: superfluous%5:00:00:worthless:00
het_1359_6 agnate%1:18:00:: magnate%1:18:00::
het_1360_1 sin%1:04:00:: bin%1:06:00::
het_1361_13 callous%2:30:00:: callus%1:26:01::
het_1362_20 amine%1:27:00:: mine%1:06:01::
het_1363_9 clamor%2:32:00:: clamor%2:32:03::
het_1365_14 splay%2:30:00:: spray%1:27:00::
het_1368_13 peony%1:20:00:: phony%1:18:00::
het_1369_11 gavel%1:06:00:: navel%1:08:00::
het_1371_6 airs%1:07:00:: lair%1:15:00::
het_1372_8 ship%1:06:00:: fish_and_chips%1:13:00::
het_1378_17 boldly%4:02:00:: baldly%4:02:00::
het_1379_11 dogged%5:00:00:stubborn:00 doggedly%4:02:00::
het_1380_7 reign%1:28:01:: rein%1:06:00::
het_1381_15 host%1:18:02:: host%1:05:00::
het_1384_18 vend%2:40:00:: bend%1:25:02::
het_1385_12 acoustically%4:02:00:: caustically%4:02:00::
het_1386_5 boss%2:35:00:: basset%1:05:00::
het_1387_16 hera%1:18:00:: herb%1:20:00::
het_1388_8 braid%1:08:00:: brad%2:35:00::
het_1390_18 aria%1:10:00:: amia%1:05:00::
het_1391_5 haunch%1:05:00:: launch%2:35:04::
het_1392_11 cord%1:06:00:: card%1:06:00::
het_1393_14 erse%1:10:00:: verse%1:10:02::
het_1394_8 waist%1:06:00:: wait%2:31:00::
het_1395_11 blood%1:08:00:: bloom%1:28:01::
het_1396_8 coroner%1:18:00:: corner%1:06:02::
het_1399_12 professed%5:00:00:professional:01 processed%3:00:00::
het_1401_9 leigh%1:18:00:: weigh%2:42:04::
het_1402_8 urn%1:06:00:: urn%1:06:01::
het_1403_10 agreed%5:00:00:united:00 greed%1:07:00::
het_1406_20 taxer%1:18:00:: tax%2:40:01::
het_1412_8 margarine%1:13:00:: margarin%1:13:00::
het_1414_18 blue%5:00:00:dejected:00 flue%1:06:02::
het_1418_76 maquis%1:18:00:: marquis%1:18:00::
het_1419_7 country%1:15:00:: poultry%1:05:00::
het_1420_11 wilfully%4:02:00:: willfully%4:02:00::
het_1421_18 turf%1:17:00:: surf%1:11:00::
het_1422_17 bach%1:18:00:: bach%2:42:00::
het_1423_23 maid%1:18:01:: aid%1:04:01::
het_1425_13 chard%1:20:00:: chard%1:13:00::
het_1427_15 shite%1:27:00:: suite%1:10:00::
het_1428_18 greater%3:00:00:: greeter%1:18:00::
het_1429_12 haven%1:15:00:: have_on%2:29:00::
het_1431_16 filly%1:05:00:: finally%4:02:00::
het_1433_11 bountiful%5:00:00:generous:01 bountifully%4:02:00::
het_1434_13 cain%1:18:00:: in_vain%4:02:00::
het_1435_7 propene%1:27:00:: propane%1:27:00::
het_1436_12 callously%4:02:00:: callous%5:00:00:insensitive:02
het_1437_10 impressively%4:02:00:: impressive%3:00:00::
het_1438_5 till%1:27:00:: till%2:36:00::
het_1441_19 leigh%1:18:00:: neigh%2:32:00::
het_1442_14 firelight%1:19:00:: limelight%1:06:00::
het_1443_8 ate%1:18:00:: hate%1:12:00::
het_1444_9 creel%1:06:00:: reel%1:06:02::
het_1446_7 action%1:04:02:: action%1:22:00::
het_1447_13 eel%1:13:00:: heel%1:06:00::
het_1449_11 bole%1:20:00:: sole%1:06:00::
het_1450_14 abscess%1:26:00:: abscessed%5:00:00:septic:00
het_1453_8 buna%1:27:00:: tuna%1:05:01::
het_1454_8 deplete%2:34:00:: delete%2:35:00::
het_1456_8 gruel%1:13:00:: cruel_and_unusual_punishment%1:04:00::
het_1457_27 fruiting%5:00:00:mature:01 faulting%1:17:00::
het_1458_7 figurative%3:00:00:: figuratively%4:02:00::
het_1459_8 golf%1:04:00:: gold%1:21:00::
het_1461_18 evenly%4:02:00:: evenly%4:02:01::
het_1463_10 eight%1:06:00:: bight%1:25:01::
het_1466_16 rabbit%1:05:00:: rabbit%1:13:00::
het_1467_10 bore%1:07:00:: bored%5:00:00:tired:00
het_1468_10 testy%5:00:00:ill-natured:00 test%2:41:00::
het_1469_13 leaper%1:18:00:: leader%1:18:00::
het_1470_14 insulting%5:00:00:disrespectful:00 insulate%2:30:00::
het_1474_9 cabernet%1:13:00:: cabaret%1:06:00::
het_1475_7 ail%2:29:01:: hail%2:42:00::
het_1476_7 frictional%3:01:00:: fictional%3:01:00::
het_1477_11 uncertainty%1:07:00:: uncertainly%4:02:01::
het_1479_10 vein%1:08:00:: rein%1:06:00::
het_1481_12 satirical%5:00:00:sarcastic:00 satirically%4:02:00::
het_1484_13 morning%1:28:00:: mourning%1:26:00::
het_1486_35 guerrilla%1:18:00:: guerilla%1:18:00::
het_1487_11 mist%1:19:00:: fist%1:08:00::
het_1489_56 toque%1:06:01:: torque%1:19:00::
het_1490_15 lox%1:27:00:: box%1:06:00::
het_1491_13 openly%4:02:00:: opel%1:18:00::
het_1492_2 soul%1:03:00:: foul%1:04:01::
het_1494_11 hospitably%4:02:00:: hospitable%3:00:02::
het_1495_30 dam%1:06:00:: dam%1:23:00::
het_1497_16 snobbery%1:07:00:: jobbery%1:07:00::
het_1498_6 fouled%5:00:00:dirty:01 fouled%5:00:00:tangled:00
het_1499_10 gauze%1:06:00:: gauge%1:06:00::
het_1500_10 wage%1:21:00:: age%1:28:02::
het_1503_12 principal%1:18:03:: principal%1:21:02::
het_1504_30 tarragon%1:20:00:: tarragon%1:13:00::
het_1505_5 yam%1:20:00:: am%1:27:00::
het_1506_9 ade%1:13:00:: wade%2:38:00::
het_1508_13 bitterly%4:02:00:: battery%1:06:00::
het_1509_8 ethernet%1:06:00:: ethene%1:27:00::
het_1510_13 hedge%2:32:00:: hedge%1:06:00::
het_1511_10 stamper%1:18:01:: stampede%1:04:00::
het_1512_15 wick%1:06:00:: dick%1:08:00::
het_1515_22 consternation%1:12:00:: constellation%1:09:00::
het_1518_12 scent%1:09:01:: scent%1:07:00::
het_1519_8 beak%1:05:00:: weak%3:00:00::
het_1524_2 pew%1:06:00:: dew%1:27:00::
het_1525_3 engraved%5:00:00:carved:00 engraver%1:18:01::
het_1526_13 loam%1:27:00:: foam%1:17:00::
het_1527_16 haltingly%4:02:00:: halting%5:00:00:unfit:01
het_1528_15 latte%1:13:00:: lathe%1:06:00::
het_1530_5 son%1:18:00:: con%2:31:00::
het_1531_19 priam%1:18:00:: prism%1:06:00::
het_1538_14 radiantly%4:02:00:: radiancy%1:07:00::
het_1542_14 rarely%4:02:00:: rarefy%2:30:03::
het_1544_9 acuity%1:09:01:: acquit%2:41:00::
het_1545_6 bazar%1:06:00:: bazaar%1:04:00::
het_1546_37 boor%1:18:00:: moor%2:35:01::
het_1547_7 fourth%5:00:00:ordinal:00 forth%1:17:00::
het_1549_16 adoringly%4:02:00:: adoring%5:00:00:loving:00
het_1553_10 perch%1:06:00:: percher%1:05:00::
het_1554_8 missionary%1:18:01:: visionary%5:00:00:utopian:00
het_1556_7 sheep%1:05:00:: cheep%1:11:00::
het_1557_22 waffle%2:42:00:: baffle%2:31:00::
het_1558_26 are%1:23:00:: ore%1:27:00::
het_1561_7 sheaf%1:06:00:: shear%1:19:00::
het_1563_11 translate%2:30:01:: translate%2:38:04::
het_1566_9 crate%1:06:00:: grate%1:06:00::
het_1569_14 dye%1:27:00:: bye%1:10:01::
het_1572_28 mockery%1:10:01:: mockery%1:10:00::
het_1575_11 gravely%4:02:01:: gravely%4:02:00::
het_1576_6 exorcise%2:35:00:: exorciser%1:18:00::
het_1578_6 wholeheartedly%4:02:00:: wholehearted%5:00:00:sincere:00
het_1579_15 male%1:18:00:: male%3:00:00::
het_1580_7 france%1:15:00:: franc%1:23:00::
het_1581_3 aum%1:14:00:: sum%1:09:01::
het_1582_15 alimentary%5:00:00:wholesome:00 elementary%5:00:00:easy:01
het_1583_12 spectacles%1:06:00:: spectacle%1:10:00::
het_1586_7 sally%1:10:00:: sally%1:04:01::
het_1587_9 morning%1:28:00:: mourning%1:26:00::
het_1588_12 tenderly%4:02:00:: elderly%5:00:00:old:02
het_1589_9 wage%1:21:00:: age%1:28:02::
het_1590_15 diddly%1:23:00:: oddly%4:02:00::
het_1594_21 swimmingly%4:02:00:: swimming%1:04:00::
het_1597_29 lessor%1:18:00:: lesson%1:04:00::
het_1599_20 occident%1:15:00:: accident%1:11:00::
het_1600_16 caw%1:11:00:: caw%2:32:00::
het_1602_14 eight%1:06:00:: weight%1:06:01::
het_1604_19 pipal%1:20:00:: pipa%1:05:00::
het_1605_9 engaging%5:00:00:attractive:01 engagingly%4:02:00::
het_1606_17 fuchsia%1:20:00:: fuchs%1:18:00::
het_1608_6 whine%2:38:00:: whine%2:39:00::
het_1610_10 kilt%1:06:00:: gilt%1:06:00::
het_1611_10 err%2:31:00:: ear%1:08:00::
het_1612_15 hull%1:06:00:: bull%1:15:00::
het_1613_8 spade%1:06:01:: sade%1:18:00::
het_1614_16 caesar%1:18:00:: caesar%1:18:01::
het_1616_15 bine%1:20:00:: wine%1:13:00::
het_1617_9 czech%1:18:00:: czech%1:18:01::
het_1622_12 marketing%1:04:00:: marketing%1:04:02::
het_1625_16 cellar%1:06:00:: collar%1:06:00::
het_1626_6 sturgeon%1:05:00:: surgeon%1:18:00::
het_1627_14 wishfully%4:02:00:: wistfully%4:02:00::
het_1629_12 puck%1:06:00:: buck%2:38:01::
het_1630_12 crime%1:04:00:: grime%2:35:00::
het_1631_19 cannery%1:06:00:: cannily%4:02:00::
het_1633_5 throne%1:06:01:: throe%1:26:01::
het_1634_20 galleon%1:06:00:: gallon%1:23:02::
het_1635_34 bane%1:26:00:: pane%1:06:01::
het_1636_14 doleful%5:00:00:sad:00 dolefully%4:02:00::
het_1637_8 eas%1:10:00:: pea%1:20:02::
het_1638_8 eas%1:10:00:: pea%1:20:02::
het_1639_11 dinghy%1:06:00:: dingy%5:00:00:dirty:01
het_1640_12 rote%1:09:00:: write%2:36:00::
het_1642_14 presently%4:02:00:: present%2:40:00::
het_1643_10 presence%1:26:00:: pretence%1:07:00::
het_1644_9 cease%1:28:00:: lease%1:21:00::
het_1645_7 age%1:28:02:: sage%1:18:00::
het_1647_12 oder%1:17:00:: odor%1:07:00::
het_1648_16 tier%1:26:00:: bier%1:06:00::
het_1651_10 protractor%1:06:00:: protector%1:18:00::
het_1653_13 fist%1:08:00:: mist%2:39:00::
het_1654_12 tier%1:26:00:: tier%1:06:01::
het_1656_14 bine%1:20:00:: sine%1:24:00::
het_1657_11 coo%2:32:01:: coo%2:32:00::
het_1658_24 bay%1:17:00:: ba%1:27:00::
het_1659_7 rashly%4:02:03:: brashly%4:02:00::
het_1660_1 mourning%1:26:00:: mourning%1:04:00::
het_1661_10 crime%1:04:00:: grime%2:35:00::
het_1662_14 sheepishly%4:02:00:: sheepish%5:00:00:docile:00
het_1663_18 leafing%1:22:00:: leading%1:04:00::
het_1666_16 vainly%4:02:00:: gainly%5:00:00:graceful:00
het_1671_9 boll%1:20:00:: roll%1:04:00::
het_1678_28 jute%1:18:00:: jute%1:27:00::
het_1679_19 lichee%1:13:00:: lichen%1:20:00::
het_1683_6 serpentine%5:00:00:curved:00 turpentine%1:27:00::
het_1685_22 dc%1:15:00:: doc%1:18:00::
het_1686_7 snead%1:18:00:: knead%2:35:00::
het_1687_21 brine%1:27:00:: bine%1:20:00::
het_1690_8 eon%1:28:01:: aeon%1:18:00::
het_1691_9 dam%2:35:00:: damned%1:14:00::
het_1693_7 buzz%2:39:00:: buzz%2:32:00::
het_1694_8 yearning%1:12:00:: earnings%1:21:01::
het_1697_23 bad%3:00:00:: band%1:06:00::
het_1698_9 surplice%1:06:00:: surpliced%5:00:00:clothed:00
het_1699_10 wait%1:28:00:: waist%1:08:00::
het_1700_7 berth%1:04:00:: hertz%1:28:00::
het_1702_21 throne%1:06:01:: throe%1:26:02::
het_1703_15 kilter%1:26:00:: filter%1:06:00::
het_1704_13 gratingly%4:02:00:: grating%1:06:00::
het_1707_12 inca%1:14:00:: inca%1:18:00::
het_1708_18 piazza%1:15:00:: pizza%1:13:00::
het_1709_7 wife%1:18:00:: fife%1:06:00::
het_1710_8 folk%1:14:00:: yolk%1:05:00::
het_1711_14 husky%5:00:00:cacophonous:00 husk%1:20:00::
het_1714_6 drawl%2:32:00:: brawl%1:11:00::
het_1718_15 kilt%1:06:00:: gilt%1:06:00::
het_1719_11 loyally%4:02:00:: loyalty%1:04:00::
het_1721_13 principal%1:18:03:: principal%1:21:01::
het_1722_8 lense%1:06:00:: sense%1:10:00::
het_1723_12 ba%1:27:00:: boa%1:05:00::
het_1724_19 wicker%1:06:00:: wicker%1:27:00::
het_1726_14 data%1:14:00:: bata%1:10:00::
het_1728_5 lymph%1:08:00:: nymph%1:18:00::
het_1729_6 gravely%4:02:00:: gravel%2:31:00::
het_1730_12 weigh%2:42:03:: aweigh%5:00:00:up:00
het_1731_9 sallow%1:20:00:: swallow%1:05:00::
het_1732_8 pheasant%1:05:00:: peasant%1:18:03::
