het_1_14	allege%2:32:00::	alleged%5:00:00:declared:00
het_837_14	absinthe%1:13:00::	absinth%1:13:00::
het_840_19	krill%1:05:00::	kill%2:35:00::
het_843_24	mist%1:19:00::	most%4:02:00::
het_844_16	pore%1:25:00::	more%4:02:00::
het_847_19	oddly%4:02:00::	only%4:02:02::
het_848_12	reed%1:06:00::	read%2:31:00::
het_849_13	reign%2:41:00::	resign%2:41:00::
het_851_8	secant%1:24:00::	decant%2:38:00::
het_852_4	callous%2:30:00::	callus%1:20:00::
het_854_21	cent%1:23:00::	tent%1:06:00::
het_855_20	simile%1:10:00::	smile%2:29:00::
het_859_12	swear%2:32:01::	wear%2:29:00::
het_861_9	chap%1:18:00::	cap%1:06:00::
het_863_5	board%1:14:00::	beard%1:08:00::
het_864_13	assent%1:10:00::	assert%2:32:01::
het_867_13	meanly%4:02:00::	manly%3:00:00::
het_870_14	adze%1:06:00::	ade%1:13:00::
het_871_19	mane%1:05:00::	man%1:18:00::
het_872_18	pacific%1:17:00::	specific%3:00:00::
het_874_9	ironic%5:00:00:humorous:00	ionic%3:01:00::
het_875_5	eagle%1:05:00::	beagle%1:05:00::
het_877_12	launch%2:41:01::	lunch%1:13:00::
het_881_5	waist%1:08:00::	wait%2:42:00::
het_882_10	deer%1:05:00::	peer%2:39:00::
het_883_19	loin%1:05:00::	join%2:41:00::
het_885_12	odor%1:07:00::	oder%1:17:00::
het_886_8	patient%1:18:00::	patent%1:10:01::
het_887_9	assent%1:10:00::	assert%2:32:01::
het_888_10	tooth%1:08:00::	booth%1:06:00::
het_889_8	clearly%4:02:00::	cleanly%4:02:00::
het_890_9	coo%1:11:00::	too%4:02:00::
het_893_13	tellingly%4:02:00::	feelingly%4:02:00::
het_895_14	posture%1:07:00::	pasture%1:15:00::
het_898_18	knight%1:18:00::	night%1:28:00::
het_900_19	two%1:23:00::	too%4:02:00::
het_901_17	pi%1:06:00::	pa%1:18:00::
het_902_5	shellfish%1:05:01::	selfish%3:00:00::
het_903_19	holey%5:00:00:leaky:00	hole%1:17:01::
het_905_21	minstrel%1:18:00::	minster%1:06:00::
het_907_8	morel%1:20:00::	more%4:02:00::
het_908_8	fabrication%1:04:00::	abdication%1:10:00::
het_909_9	role%1:04:00::	roll%2:38:00::
het_911_14	yaw%1:11:00::	law%1:14:00::
het_913_11	graph%1:10:00::	grape%1:13:00::
het_914_7	prayer%1:04:00::	player%1:18:01::
het_915_13	foot%1:08:01::	food%1:03:00::
het_920_7	spree%1:04:00::	sprue%1:26:00::
het_921_9	steppe%1:17:00::	stepper%1:05:00::
het_922_6	piously%4:02:01::	proudly%4:02:00::
het_923_13	wildly%4:02:00::	mildly%4:02:00::
het_924_6	coral%1:07:00::	moral%3:00:00::
het_926_14	caustically%4:02:00::	acoustically%4:02:00::
het_929_5	catch%2:31:01::	watch%2:39:00::
het_930_7	beet%1:13:00::	best%3:00:00::
het_933_5	lichen%1:20:00::	lichee%1:13:00::
het_934_8	puckishly%4:02:00::	puckish%5:00:00:playful:00
het_935_14	lightly%4:02:06::	slightly%4:02:01::
het_937_8	indenture%1:10:01::	indentured%5:00:00:unfree:00
het_940_10	pigment%1:27:00::	figment%1:09:00::
het_943_16	dye%2:30:00::	eye%1:08:00::
het_944_30	hear%2:39:00::	year%1:28:01::
het_945_7	cd%1:06:00::	cm%1:23:00::
het_948_9	right%1:07:00::	night%1:28:00::
het_949_22	maize%1:07:00::	maine%1:15:00::
het_950_8	lye%1:27:00::	eye%1:08:00::
het_951_1	pray%2:32:00::	pay%2:40:00::
het_952_17	quaveringly%4:02:00::	quavering%5:00:00:unsteady:00
het_953_9	peeling%1:19:00::	feeling%1:03:00::
het_954_9	ironic%5:00:00:humorous:00	ionic%3:01:00::
het_955_20	mime%1:04:00::	time%1:11:00::
het_956_4	dye%2:30:00::	eye%1:08:00::
het_958_28	gneiss%1:27:00::	guess%2:31:00::
het_964_7	waist%1:08:00::	wait%2:42:00::
het_969_9	duel%1:04:00::	due%3:00:00::
het_971_20	cursory%5:00:00:careless:00	cursor%1:06:00::
het_973_16	horse%1:05:00::	house%1:06:00::
het_974_19	sea%1:17:00::	see%2:39:00::
het_977_10	feat%1:04:00::	fear%1:12:00::
het_978_17	basically%4:02:00::	radically%4:02:00::
het_980_11	phony%1:18:00::	phone%1:06:00::
het_981_9	apparently%4:02:00::	apparency%1:07:00::
het_982_15	copse%1:14:00::	corpse%1:08:00::
het_983_9	seem%2:39:00::	see%2:39:00::
het_984_12	fill%2:30:01::	kill%2:35:00::
het_985_10	corps%1:14:00::	corpse%1:08:00::
het_986_14	bill%1:10:04::	kill%2:35:00::
het_987_15	cleave%2:35:00::	leave%2:38:01::
het_989_11	sunday%1:28:00::	sunray%1:19:00::
het_990_6	dogmatize%2:32:00::	dogmatise%2:32:00::
het_991_12	afoul%5:00:00:tangled:00	foul%2:30:03::
het_992_10	batty%5:00:00:insane:00	fatty%3:00:00::
het_993_24	wit%1:10:00::	sit%2:35:00::
het_995_4	pharaoh%1:18:00::	paraph%1:10:00::
het_997_10	phlegmatically%4:02:00::	phlegmatical%5:00:00:unemotional:00
het_998_11	barn%1:06:00::	warn%2:32:00::
het_1001_17	punishment%1:04:00::	banishment%1:04:00::
het_1002_14	weakly%4:02:01::	weekly%1:10:00::
het_1004_7	porpoise%1:05:00::	purpose%1:09:00::
het_1005_19	ladle%1:06:00::	lade%2:35:01::
het_1006_13	relatively%4:02:00::	relative%3:00:00::
het_1007_13	seasoning%1:04:00::	reasoning%1:09:00::
het_1008_14	illumination%1:26:01::	illuminating%3:00:00::
het_1012_22	ascent%1:04:00::	accent%1:10:01::
het_1014_16	backup%1:04:00::	back_up%2:38:00::
het_1016_15	pedal%1:06:00::	medal%1:10:00::
het_1017_13	swiftly%4:02:00::	softly%4:02:00::
het_1018_74	lynx%1:05:00::	jynx%1:05:00::
het_1019_12	checker%1:06:00::	checked%5:00:00:patterned:00
het_1020_12	coffin%1:06:00::	boffin%1:18:00::
het_1021_14	ruefully%4:02:00::	woefully%4:02:00::
het_1022_13	forth%4:02:00::	north%1:15:02::
het_1024_9	notably%4:02:00::	notable%1:18:00::
het_1026_10	chord%1:10:00::	chore%1:04:00::
het_1027_10	coupe%1:06:00::	couple%1:14:00::
het_1028_14	ace%1:23:00::	face%1:08:00::
het_1029_9	spatial%3:01:00::	spacial%3:01:00::
het_1030_10	sheer%2:38:00::	shear%1:19:00::
het_1031_14	allow%2:41:00::	allot%2:40:01::
het_1032_12	guess%2:31:00::	guest%1:18:00::
het_1033_17	assay%1:09:00::	essay%1:10:00::
het_1034_7	blankly%4:02:00::	blandly%4:02:00::
het_1035_11	liquidation%1:04:00::	liquidator%1:18:00::
het_1036_22	bee%1:05:00::	be%2:42:03::
het_1037_11	fluently%4:02:00::	bluntly%4:02:00::
het_1043_45	sell%2:40:00::	tell%2:32:04::
het_1045_17	expectorate%2:29:00::	electorate%1:14:00::
het_1046_11	aloud%4:02:00::	loud%3:00:00::
het_1048_9	storey%1:06:00::	story%1:10:03::
het_1049_6	write%2:36:00::	white%3:00:01::
het_1050_10	mitten%1:06:00::	kitten%1:05:00::
het_1052_12	watt%1:23:00::	want%2:37:00::
het_1053_15	awl%1:06:00::	all%3:00:00::
het_1054_17	metal%1:27:00::	meal%1:13:00::
het_1055_20	pi%1:06:00::	pa%1:18:00::
het_1056_17	freight%1:06:00::	fright%1:12:00::
het_1057_9	morel%1:20:00::	more%4:02:00::
het_1061_13	crudely%4:02:00::	rudely%4:02:00::
het_1062_9	pi%1:06:00::	pa%1:18:00::
het_1063_14	pudding%1:13:00::	budding%1:22:00::
het_1065_33	kernel%1:09:00::	kennel%1:06:00::
het_1066_22	tenor%1:07:00::	senor%1:10:00::
het_1067_19	sing%2:36:01::	song%1:10:00::
het_1070_16	forth%4:02:00::	north%1:15:02::
het_1071_10	census%1:04:00::	ensue%2:42:00::
het_1074_37	staph%1:05:00::	stash%1:21:00::
het_1075_3	sunday%1:28:00::	sunray%1:19:00::
het_1076_8	soot%1:27:00::	foot%1:08:01::
het_1077_16	byte%1:23:00::	bite%2:35:00::
het_1078_9	irrigation%1:04:00::	irritation%1:26:00::
het_1079_9	waist%1:08:00::	wait%2:42:00::
het_1080_15	engels%1:18:00::	angel%1:18:00::
het_1082_14	ache%2:37:06::	acre%1:23:00::
het_1084_15	pain%1:26:00::	gain%2:40:03::
het_1085_11	marx%1:18:00::	mars%1:17:00::
het_1086_9	contraction%1:04:01::	contraption%1:06:00::
het_1088_26	romaine%1:13:00::	rogaine%1:06:00::
het_1089_14	ruefully%4:02:00::	woefully%4:02:00::
het_1090_9	inca%1:14:00::	inch%1:23:00::
het_1094_8	whine%2:32:01::	white%3:00:01::
het_1095_10	coo%1:11:00::	too%4:02:00::
het_1096_16	groan%2:32:00::	groin%1:08:00::
het_1098_13	lumbar%3:01:00::	lumber%1:27:00::
het_1099_13	bear%2:42:01::	year%1:28:01::
het_1101_11	warship%1:06:00::	worship%1:04:00::
het_1103_36	presence%1:26:00::	pretence%1:07:00::
het_1104_23	hobbit%1:18:00::	orbit%1:15:00::
het_1105_12	barbarously%4:02:00::	barbarous%5:00:00:inhumane:00
het_1109_5	flour%1:13:00::	floor%1:06:00::
het_1110_18	bin%1:06:00::	big%3:00:01::
het_1112_8	phrase%1:10:00::	phase%1:28:00::
het_1114_16	kernel%1:09:00::	kennel%1:06:00::
het_1115_10	graph%1:10:00::	grape%1:13:00::
het_1116_5	roundly%4:02:00::	rotundly%4:02:00::
het_1117_10	butte%1:15:00::	butt%2:35:02::
het_1122_13	brie%1:13:00::	bride%1:18:00::
het_1123_12	udder%1:05:00::	under%4:02:05::
het_1126_8	infer%2:31:00::	inner%3:00:00::
het_1128_10	brake%1:06:00::	brave%3:00:00::
het_1129_5	stanza%1:10:00::	stand%2:35:00::
het_1130_11	finn%1:18:00::	find%2:40:02::
het_1132_8	paste%1:27:01::	past%1:28:00::
het_1133_19	gesture%1:04:00::	vesture%1:06:00::
het_1134_15	suede%1:06:00::	swede%1:18:00::
het_1137_8	yeti%1:18:00::	yet%4:02:02::
het_1140_15	agree%2:32:00::	agee%1:18:00::
het_1141_22	sine%1:24:00::	side%1:15:02::
het_1142_14	organically%4:02:00::	inorganically%4:02:02::
het_1143_13	flea%1:05:00::	flee%2:38:00::
het_1144_19	jester%1:18:00::	pester%2:37:00::
het_1148_14	sole%1:06:00::	some%3:00:00::
het_1150_7	mail%2:35:00::	fail%2:41:02::
het_1152_21	whole%3:00:00::	while%1:28:00::
het_1156_9	testily%4:02:00::	testify%2:32:01::
het_1157_13	clamor%1:11:00::	glamor%1:07:00::
het_1159_11	curiously%4:02:01::	furiously%4:02:00::
het_1160_9	summarily%4:02:00::	summarize%2:32:00::
het_1168_13	raisin%1:13:00::	raising%1:11:00::
het_1171_9	mutton%1:13:00::	button%1:06:00::
het_1173_9	hare%1:05:00::	have%2:40:00::
het_1174_10	resignedly%4:02:00::	designedly%4:02:00::
het_1175_35	stationery%1:10:00::	stationary%5:00:00:fixed:00
het_1176_11	appreciatively%4:02:00::	appreciative%5:00:00:discriminating:00
het_1177_20	rhyme%1:10:00::	chyme%1:27:00::
het_1180_14	whine%2:32:01::	white%3:00:01::
het_1181_8	movingly%4:02:00::	lovingly%4:02:00::
het_1183_16	lovingly%4:02:00::	movingly%4:02:00::
het_1184_11	maneuver%1:04:02::	manoeuver%2:33:00::
het_1185_9	bazaar%1:06:00::	bazar%1:06:00::
het_1190_10	callously%4:02:00::	callous%2:30:00::
het_1193_15	bee%1:05:00::	be%2:42:03::
het_1194_15	granite%1:07:00::	grant%2:40:01::
het_1195_17	humerus%1:08:00::	humorous%3:00:00::
het_1197_9	yeast%1:20:00::	east%3:00:00::
het_1199_9	peace%1:26:00::	place%2:35:00::
het_1200_15	wax%1:27:00::	way%1:07:01::
het_1201_7	serial%1:10:00::	aerial%1:04:00::
het_1203_5	steal%2:40:00::	steel%1:27:00::
het_1204_14	allusion%1:10:00::	illusion%1:09:01::
het_1205_18	adipose%5:00:00:fatty:00	dipole%1:17:00::
het_1206_13	pecan%1:13:00::	pean%1:10:00::
het_1207_26	clause%1:10:00::	cause%2:36:00::
het_1209_14	sine%1:24:00::	side%1:15:02::
het_1212_2	volt%1:23:00::	bolt%1:19:00::
het_1213_14	meddle%2:41:00::	middle%1:15:00::
het_1214_15	wail%2:32:00::	wait%2:42:00::
het_1215_9	pail%1:06:00::	fail%2:41:02::
het_1216_10	chic%1:07:00::	chin%1:08:00::
het_1217_9	filling%1:27:00::	willing%3:00:00::
het_1219_17	urdu%1:10:00::	urd%1:18:00::
het_1221_11	weakly%4:02:01::	weekly%1:10:00::
het_1222_3	mint%1:23:00::	mind%1:09:00::
het_1225_9	macho%1:18:00::	macao%1:15:00::
het_1226_10	recede%2:38:01::	secede%2:41:00::
het_1227_16	baht%1:23:00::	bat%2:35:01::
het_1228_7	coax%2:32:00::	coat%1:06:00::
het_1229_18	crepe%1:06:00::	crape%1:06:00::
het_1232_16	lion%1:05:00::	ion%1:17:00::
het_1237_26	constipation%1:04:00::	constitution%1:10:00::
het_1238_2	truth%1:09:00::	ruth%1:10:00::
het_1239_9	board%1:14:00::	beard%1:08:00::
het_1241_8	grieve%2:37:00::	griever%1:18:00::
het_1242_12	mundanely%4:02:00::	mundane%5:00:00:earthly:00
het_1244_15	father%1:18:00::	rather%4:02:02::
het_1248_16	due%3:00:00::	die%2:30:00::
het_1249_11	algorithm%1:09:00::	algorism%1:09:00::
het_1250_12	naughtily%4:02:00::	haughtily%4:02:00::
het_1251_12	sequin%1:06:00::	equip%2:40:00::
het_1254_31	splice%2:35:01::	slice%1:21:00::
het_1255_17	boar%1:05:01::	board%1:14:00::
het_1259_17	lam%2:38:00::	law%1:14:00::
het_1260_12	temple%1:06:00::	templet%1:09:00::
het_1261_17	vein%1:08:00::	rein%1:06:00::
het_1262_5	caret%1:10:00::	care%2:37:02::
het_1264_3	cosign%2:32:00::	consign%2:40:01::
het_1265_13	lama%1:05:00::	lamp%1:06:00::
het_1266_10	suite%1:06:00::	quite%4:02:02::
het_1268_5	sin%1:07:00::	sit%2:35:00::
het_1271_11	brake%1:06:00::	brave%3:00:00::
het_1273_8	czech%1:10:00::	check%2:31:00::
het_1275_10	rumor%1:10:00::	tumor%1:26:00::
het_1276_15	verse%1:10:00::	verve%1:07:00::
het_1282_11	wry%5:00:00:crooked:01	try%2:41:00::
het_1283_16	hamstring%1:08:00::	hammering%1:04:00::
het_1284_12	rabidly%4:02:00::	rapidly%4:02:00::
het_1285_9	busily%4:02:00::	build%2:36:00::
het_1286_10	chic%1:07:00::	chin%1:08:00::
het_1287_9	grippe%1:26:00::	gripe%1:10:00::
het_1289_16	print%2:36:02::	point%1:09:00::
het_1290_12	rue%1:06:00::	run%2:38:00::
het_1291_13	cox%1:18:00::	box%1:06:00::
het_1292_15	wane%2:30:02::	want%2:37:00::
het_1295_12	hole%1:17:01::	whole%3:00:00::
het_1296_15	gluten%1:13:00::	glute%1:08:00::
het_1297_18	khan%1:06:00::	han%1:14:00::
het_1298_6	psalm%1:10:00::	palm%1:08:00::
het_1299_12	bait%1:09:00::	wait%2:42:00::
het_1301_12	heart%1:09:00::	hear%2:39:00::
het_1302_16	porpoise%1:05:00::	purpose%1:09:00::
het_1304_18	catarrh%1:26:00::	catarrhal%3:01:00::
het_1310_12	truss%1:06:00::	trust%2:31:00::
het_1311_4	knead%2:35:00::	snead%1:18:00::
het_1312_8	mendel%1:18:00::	mender%1:18:00::
het_1316_4	wheat%1:20:00::	heat%1:19:00::
het_1317_24	isi%1:14:00::	ism%1:09:00::
het_1319_10	rapidly%4:02:00::	rabidly%4:02:00::
het_1322_11	meaty%3:00:00::	meat%1:13:01::
het_1327_15	offensively%4:02:00::	offensive%1:04:00::
het_1328_14	mutter%2:32:01::	matter%1:09:01::
het_1329_8	pique%1:06:00::	piquet%1:04:00::
het_1330_2	heir%1:18:00::	hear%2:39:00::
het_1331_16	berth%1:04:00::	birth%1:28:00::
het_1332_14	alp%1:17:00::	all%3:00:00::
het_1335_6	reword%2:32:00::	record%2:32:00::
het_1336_9	fission%1:22:00::	mission%1:14:01::
het_1339_9	son%1:18:00::	so%4:02:02::
het_1340_8	throne%1:06:00::	throng%1:14:00::
het_1342_16	amply%4:02:00::	apply%2:34:00::
het_1345_11	mist%1:19:00::	most%4:02:00::
het_1346_10	haddock%1:05:00::	paddock%1:06:00::
het_1347_8	fake%1:06:00::	make%2:41:00::
het_1349_8	magnate%1:18:00::	agnate%1:18:00::
het_1353_8	lan%1:06:00::	man%1:18:00::
het_1354_5	superfluous%5:00:00:unnecessary:00	superfluously%4:02:00::
het_1356_10	sunday%1:28:00::	sunray%1:19:00::
het_1359_6	magnate%1:18:00::	agnate%1:18:00::
het_1360_1	sin%1:07:00::	sit%2:35:00::
het_1361_13	callous%2:30:00::	callus%1:20:00::
het_1362_20	mine%1:06:01::	mind%1:09:00::
het_1363_9	clamor%1:11:00::	glamor%1:07:00::
het_1365_14	spray%1:27:01::	pray%2:32:00::
het_1368_13	phony%1:18:00::	phone%1:06:00::
het_1369_11	navel%1:08:00::	novel%1:10:00::
het_1371_6	lair%1:15:00::	hair%1:08:00::
het_1372_8	ship%1:06:00::	slip%2:38:01::
het_1378_17	boldly%4:02:00::	coldly%4:02:00::
het_1379_11	doggedly%4:02:00::	dogged%5:00:00:stubborn:00
het_1380_7	reign%2:41:00::	resign%2:41:00::
het_1381_15	ghost%1:09:00::	host%1:18:02::
het_1382_12	billiards%1:04:00::	billiard%3:01:00::
het_1384_18	vend%2:40:00::	send%2:38:01::
het_1385_12	caustically%4:02:00::	acoustically%4:02:00::
het_1386_5	boss%1:18:01::	loss%1:21:01::
het_1387_16	herb%1:13:00::	here%4:02:00::
het_1388_8	braid%1:08:00::	brain%1:08:00::
het_1389_12	infraction%1:04:00::	fraction%1:27:00::
het_1390_18	aria%1:10:00::	area%1:15:01::
het_1391_5	launch%2:41:01::	lunch%1:13:00::
het_1392_11	cord%1:06:00::	word%1:10:00::
het_1393_14	verse%1:10:00::	verve%1:07:00::
het_1394_8	waist%1:08:00::	wait%2:42:00::
het_1395_11	bloom%2:30:00::	blood%1:08:00::
het_1396_8	coroner%1:18:00::	corner%1:15:02::
het_1399_12	profess%2:32:00::	process%1:04:00::
het_1401_9	weigh%2:42:01::	weight%1:07:00::
het_1402_8	urn%1:06:00::	turn%2:38:00::
het_1403_10	agree%2:32:00::	agee%1:18:00::
het_1406_20	tax%1:21:00::	wax%1:27:00::
het_1412_8	margarine%1:13:00::	margarin%1:13:00::
het_1414_18	flue%1:06:00::	flee%2:38:00::
het_1416_11	jean%1:06:00::	mean%2:32:01::
het_1418_76	marquis%1:18:00::	maquis%1:14:00::
het_1419_7	poultry%1:05:00::	country%1:14:00::
het_1420_11	willfully%4:02:00::	wilfully%4:02:00::
het_1421_18	turf%1:17:00::	turn%2:38:00::
het_1422_17	bach%1:10:00::	back%4:02:04::
het_1423_23	maid%1:18:01::	aid%2:41:00::
het_1425_13	chard%1:13:00::	hard%3:00:06::
het_1427_15	suite%1:06:00::	quite%4:02:02::
het_1428_18	greeter%1:18:00::	greater%3:00:00::
het_1429_12	haven%1:06:00::	have%2:40:00::
het_1431_16	finally%4:02:02::	vitally%4:02:00::
het_1433_11	bountifully%4:02:00::	bountiful%5:00:00:fruitful:00
het_1434_13	in_vain%4:02:00::	ingrain%2:31:00::
het_1435_7	propane%1:27:00::	profane%2:41:00::
het_1436_12	callously%4:02:00::	callous%2:30:00::
het_1437_10	impressively%4:02:00::	impressive%3:00:00::
het_1438_5	till%1:06:00::	still%4:02:01::
het_1441_19	neigh%1:11:00::	weigh%2:42:01::
het_1442_14	limelight%1:06:00::	firelight%1:19:00::
het_1443_8	hate%2:37:00::	have%2:40:00::
het_1444_9	reel%1:06:02::	feel%2:37:00::
het_1446_7	auction%1:04:00::	action%1:04:02::
het_1447_13	heel%1:06:00::	feel%2:37:00::
het_1449_11	sole%1:06:00::	some%3:00:00::
het_1450_14	abscessed%5:00:00:septic:00	abscess%1:26:00::
het_1453_8	tuna%1:05:01::	tune%1:10:00::
het_1454_8	delete%2:30:00::	deplete%2:34:00::
het_1456_8	gruel%1:13:00::	cruel%5:00:01:inhumane:00
het_1457_27	fruit%1:20:00::	bruit%2:32:00::
het_1458_7	figuratively%4:02:00::	figurative%3:00:00::
het_1459_8	golf%1:04:00::	gold%1:07:00::
het_1461_18	evenly%4:02:00::	even%4:02:00::
het_1463_10	eight%1:06:00::	night%1:28:00::
het_1466_16	rabbit%1:05:00::	rabbi%1:18:00::
het_1467_10	bear%2:42:01::	year%1:28:01::
het_1468_10	testy%5:00:00:ill-natured:00	test%2:41:00::
het_1469_13	leaper%1:18:00::	leader%1:18:00::
het_1470_14	insulate%2:30:00::	insolate%2:39:00::
het_1473_6	pillage%1:04:00::	village%1:14:00::
het_1474_9	cabernet%1:13:00::	cabinet%1:06:00::
het_1475_7	hail%2:32:02::	fail%2:41:02::
het_1476_7	frictional%3:01:00::	fictional%3:01:00::
het_1477_11	uncertainly%4:02:01::	uncertainty%1:07:00::
het_1479_10	vein%1:08:00::	rein%1:06:00::
het_1481_12	satirically%4:02:00::	satirical%5:00:00:sarcastic:00
het_1484_13	mourn%2:37:00::	bourn%1:09:00::
het_1486_35	guerrilla%1:18:00::	guerilla%1:18:00::
het_1487_11	mist%1:19:00::	most%4:02:00::
het_1489_56	toque%1:06:00::	torque%1:19:00::
het_1490_15	lox%1:13:00::	low%3:00:02::
het_1491_13	openly%4:02:00::	only%4:02:02::
het_1492_2	soul%1:18:00::	soil%1:26:00::
het_1494_11	hospitably%4:02:00::	hospitable%3:00:00::
het_1495_30	damn%2:32:00::	dawn%1:28:00::
het_1497_16	snobbery%1:07:00::	robbery%1:04:00::
het_1499_10	gauze%1:06:00::	gaze%2:39:00::
het_1500_10	wage%1:21:00::	age%1:07:00::
het_1503_12	principal%1:21:01::	principle%1:09:03::
het_1504_30	tarragon%1:13:00::	paragon%1:09:00::
het_1505_5	yam%1:13:00::	jam%1:13:00::
het_1506_9	wade%2:38:00::	wage%1:21:00::
het_1508_13	bitterly%4:02:00::	battery%1:14:02::
het_1509_8	ethernet%1:06:00::	ethene%1:27:00::
het_1510_13	hedge%1:06:00::	edge%1:15:00::
het_1511_10	stampede%2:38:01::	stamper%1:06:00::
het_1512_15	wick%1:06:00::	pick%2:31:00::
het_1514_17	kurd%1:18:00::	curd%1:13:00::
het_1515_22	constellation%1:09:00::	consternation%1:12:00::
het_1518_12	scent%1:09:01::	scene%1:15:00::
het_1519_8	weak%3:00:00::	week%1:28:00::
het_1524_2	pew%1:06:00::	new%3:00:00::
het_1525_3	engrave%2:35:00::	engraver%1:18:01::
het_1526_13	loam%1:27:00::	loan%1:21:00::
het_1527_16	haltingly%4:02:00::	halting%5:00:00:broken:02
het_1528_15	latte%1:13:00::	latter%3:00:00::
het_1530_5	son%1:18:00::	so%4:02:02::
het_1531_19	optical_prism%1:06:00::	optical_disc%1:06:00::
het_1538_14	radiantly%4:02:00::	radially%4:02:00::
het_1542_14	rarely%4:02:00::	barely%4:02:00::
het_1544_9	acquit%2:32:00::	acquire%2:40:00::
het_1545_6	bazaar%1:06:00::	bazar%1:06:00::
het_1546_37	moor%1:17:00::	door%1:06:00::
het_1547_7	fourth%4:02:00::	forth%4:02:00::
het_1549_16	adoringly%4:02:00::	admiringly%4:02:00::
het_1553_10	perch%2:35:00::	porch%1:06:00::
het_1554_8	visionary%1:18:00::	missionary%1:18:00::
het_1556_7	sheep%1:05:00::	sleep%2:29:00::
het_1557_22	waffle%1:13:00::	baffle%2:31:00::
het_1558_26	ore%1:27:00::	more%4:02:00::
het_1560_9	insinuate%2:32:00::	insensate%3:00:02::
het_1561_7	shear%1:19:00::	hear%2:39:00::
het_1563_11	translate%2:32:00::	transmute%2:30:00::
het_1566_9	grate%1:06:00::	rate%1:28:00::
het_1569_14	dye%2:30:00::	eye%1:08:00::
het_1575_11	gravely%4:02:00::	gravel%1:27:00::
het_1576_6	exorcise%2:35:00::	exercise%1:04:00::
het_1578_6	wholeheartedly%4:02:00::	wholehearted%5:00:00:sincere:00
het_1579_15	male%3:00:00::	make%2:41:00::
het_1580_7	franc%1:23:00::	france%1:15:00::
het_1581_3	sum%1:21:00::	sun%1:17:00::
het_1582_15	elementary%3:01:00::	elemental%3:01:00::
het_1583_12	spectacle%1:10:00::	spectacles%1:06:00::
het_1587_9	mourn%2:37:00::	bourn%1:09:00::
het_1588_12	tenderly%4:02:00::	tendency%1:09:00::
het_1589_9	wage%1:21:00::	age%1:07:00::
het_1590_15	oddly%4:02:00::	only%4:02:02::
het_1594_21	swimmingly%4:02:00::	swimming%1:04:00::
het_1597_29	lessor%1:18:00::	lesser%3:00:00::
het_1598_7	neck%1:08:00::	deck%1:06:00::
het_1599_20	occident%1:15:00::	accident%1:11:01::
het_1600_16	caw%2:32:00::	car%1:06:00::
het_1602_14	weight%1:07:00::	weigh%2:42:01::
het_1604_19	pipal%1:20:00::	papal%3:01:00::
het_1605_9	engagingly%4:02:00::	engaging%5:00:00:attractive:01
het_1606_17	fuchsia%1:20:00::	fuchs%1:18:00::
het_1608_6	whine%2:32:01::	white%3:00:01::
het_1610_10	kilt%1:06:00::	kill%2:35:00::
het_1611_10	err%2:31:00::	ear%1:08:00::
het_1612_15	hull%1:06:00::	pull%2:35:00::
het_1613_8	spade%1:06:01::	space%1:03:00::
het_1614_16	caesar%1:18:00::	clear%3:00:00::
het_1616_15	wine%1:13:00::	wife%1:18:00::
het_1617_9	czech%1:10:00::	check%2:31:00::
het_1624_8	symbol%1:10:00::	symbolic%3:01:00::
het_1625_16	collar%1:06:00::	dollar%1:23:00::
het_1626_6	sturgeon%1:05:00::	surgeon%1:18:00::
het_1627_14	wistfully%4:02:00::	wishfully%4:02:00::
het_1629_12	hockey_puck%1:06:00::	hockey_stick%1:06:00::
het_1630_12	grime%1:26:00::	crime%1:04:00::
het_1631_19	cannily%4:02:00::	candidly%4:02:00::
het_1633_5	throne%1:06:00::	throng%1:14:00::
het_1634_20	galleon%1:06:00::	gallon%1:23:01::
het_1635_34	pane%1:06:00::	page%1:10:00::
het_1636_14	dolefully%4:02:00::	hopefully%4:02:00::
het_1637_8	pea%1:13:00::	sea%1:17:00::
het_1638_8	pea%1:13:00::	sea%1:17:00::
het_1639_11	dinghy%1:06:00::	dingy%5:00:00:depressing:00
het_1640_12	write%2:36:00::	white%3:00:01::
het_1642_14	presently%4:02:01::	present%3:00:01::
het_1643_10	presence%1:26:00::	pretence%1:07:00::
het_1644_9	lease%2:41:00::	leave%2:38:01::
het_1645_7	sage%1:13:00::	same%3:00:02::
het_1647_12	odor%1:07:00::	oder%1:17:00::
het_1648_16	tier%1:06:00::	tie%2:35:00::
het_1651_10	protractor%1:06:00::	protector%1:18:00::
het_1653_13	mist%1:19:00::	most%4:02:00::
het_1654_12	tier%1:06:00::	tie%2:35:00::
het_1656_14	sine%1:24:00::	side%1:15:02::
het_1657_11	coo%1:11:00::	too%4:02:00::
het_1658_24	bay%1:17:00::	say%2:32:00::
het_1659_7	rashly%4:02:03::	brashly%4:02:00::
het_1660_1	mourn%2:37:00::	bourn%1:09:00::
het_1661_10	grime%1:26:00::	crime%1:04:00::
het_1662_14	sheepishly%4:02:00::	sheepish%5:00:00:ashamed:00
het_1663_18	leaf%1:20:00::	lead%2:38:01::
het_1665_15	cymbal%1:06:00::	symbol%1:10:00::
het_1666_16	vainly%4:02:00::	mainly%4:02:00::
het_1671_9	roll%2:38:00::	role%1:04:00::
het_1674_15	korea%1:15:00::	korean%1:18:00::
het_1678_28	mute%1:06:00::	muse%2:31:00::
